State/UT/All-India,Sector,Fractile.class.of.MPCE,1,2,3,4,5,6,7,8,9,10+
,Urban,60-70%,5.4,10.5,33.6,28.7,12.7,4.1,4.1,0,0,0.8
,Urban,70-80%,5.2,25.8,27.5,19.8,14,5.9,1.5,0.4,0,0
,Urban,80-90%,13.8,35.7,25.2,18.1,6.2,1,0,0,0,0
,Urban,90-95%,44.7,33.9,13,4.8,2.4,1.3,0,0,0,0
,Urban,95-100%,78.5,16.7,2.7,1,0.5,0.6,0,0,0,0
,Urban,All classes,17.9,15.6,18.3,19.8,14.7,7.3,3.1,1.4,0.9,1
,Urban,Avg. MPCE (Rs.),20671.15,13436.59,9421.39,8208.61,7044.86,6746.6,5593.07,5176.6,4991.4,4867.28
Assam,Rural,0-5%,0.5,0,1.2,8.8,17.7,13.8,17.6,13.6,11.3,15.4
,Rural,5-10%,0,0.9,2.9,13.9,19.5,22.4,17.7,11.5,4.9,6.2
,Rural,10-20%,0,0.3,4.3,14.2,28.7,23.6,10.8,7.5,5,5.6
,Rural,20-30%,0.4,2.5,5.3,22.8,27.1,18.6,10,5.7,3.5,3.9
,Rural,30-40%,0.3,4.5,7.6,25.1,26.6,18.6,8.1,4.3,3.1,1.7
,Rural,40-50%,0.5,3.9,11.6,29.5,22.9,17.6,8.3,3.9,1,0.9
,Rural,50-60%,1.4,4.6,16.7,29.2,25.8,11.8,4.2,2.7,2.5,1.1
,Rural,60-70%,0.9,7.2,19.8,35.7,20.3,8.8,3.5,2.5,0.8,0.4
,Rural,70-80%,1.2,8,23.3,34.6,17.4,9.3,3.2,1.7,0.8,0.5
,Rural,80-90%,3,12.9,25.9,34.8,15,5.4,1.3,1,0.5,0.2
,Rural,90-95%,5.9,14.8,33,32,9,3.1,1.7,0.4,0,0
,Rural,95-100%,14.1,20.9,31.9,23,6.9,2.7,0.3,0.2,0,0
,Rural,All classes,2.4,7.4,17,27.6,20,12.2,5.8,3.6,2.1,2
,Rural,Avg. MPCE (Rs.),6274.43,4944.42,4489,3899.46,3290.28,3025.53,2764.45,2692.56,2556.77,2279.9
,Urban,0-5%,0,1.6,2.8,19.9,31.6,16.8,11.5,1.6,6,8.2
,Urban,5-10%,0,0,7,25.1,29.3,16.8,7.1,8.1,4.1,2.6
,Urban,10-20%,0.3,0.8,8,32.2,31.6,16.5,4.5,2.6,0.9,2.6
,Urban,20-30%,0.4,4.2,19.2,38.7,17.7,12,3.2,3.2,0.8,0.6
,Urban,30-40%,1.9,6,18.6,38.6,21.3,6.5,2.2,1.5,0.9,2.4
,Urban,40-50%,0,5.8,27,38.6,17.2,8.3,2,0.3,0,0.8
,Urban,50-60%,3.4,12,28.8,39.1,12.1,1.4,2.1,0.3,0.7,0.2
,Urban,60-70%,2.8,12.9,28.3,36.1,11.9,5.2,0.7,0,1,1.1
,Urban,70-80%,7.2,18.1,29.4,30.6,7.3,5.4,0.7,0.5,0,0.8
,Urban,80-90%,12.6,17.7,34.3,21.1,10.8,2,0.7,0.4,0,0.4
,Urban,90-95%,15.9,31.7,33.3,15.1,3,0,0,1,0,0
,Urban,95-100%,48.9,19.7,14.2,13.6,2.8,0.9,0,0,0,0
,Urban,All classes,8.7,12.2,23.5,29.9,14.3,6.3,2,1.1,0.7,1.2
,Urban,Avg. MPCE (Rs.),14500.59,9117.15,7340.63,6043.66,5106.12,4557.86,4081.55,4345.16,3726.15,4121.27
Bihar,Rural,0-5%,0.1,1.8,1.9,4.8,14,21,16.1,15,7.9,17.3
,Rural,5-10%,0.1,1.4,4.9,8,18.1,25.9,17,10.2,4.8,9.6
,Rural,10-20%,0.3,2.2,3,10,25.3,24.3,13.9,9.3,4.2,7.4
,Rural,20-30%,0.1,1.7,4,16.5,29.2,20,12.6,6.4,3.7,5.8
,Rural,30-40%,0.3,2.4,5.2,17.5,28.5,21.8,11.3,6.7,2.8,3.4
,Rural,40-50%,0.1,3.9,6.9,19,27,20.4,11.4,5.5,2.5,3.3
,Rural,50-60%,0.6,4.5,10.4,23,26.3,19.1,7.4,4.1,1.9,2.8
,Rural,60-70%,0.6,7.1,15.4,24.6,24.7,14.1,7.5,3.3,1.2,1.5
,Rural,70-80%,0.9,9.9,16.9,25.8,24.8,12.1,5.7,1.9,0.7,1.3
,Rural,80-90%,1.7,14.9,20.6,26.4,22,8.8,2.9,1.3,0.3,1
,Rural,90-95%,3.3,24.2,20.6,25.1,16.6,5.8,1.9,1.5,0.6,0.5
,Rural,95-100%,6.6,35.2,21.4,20.3,10.3,3.9,1,0.3,0.6,0.4
,Rural,All classes,1.3,9.5,12.1,20.2,23.2,15.6,8.1,4.5,2.1,3.4
,Rural,Avg. MPCE (Rs.),6608.06,5285.17,4475.46,3923.74,3440.13,3069.12,2866.7,2688.14,2672.3,2559.83
,Urban,0-5%,0,0.7,0.8,1.7,18,17.4,19.1,12.6,9.8,20
,Urban,5-10%,0,0.7,0.7,11,28.1,21.4,18.5,4.3,6.7,8.7
,Urban,10-20%,0.9,2.1,3.8,12.5,23.7,21.5,13.8,9.3,3.6,8.9
,Urban,20-30%,0,2.2,6.4,15.7,25.9,22.8,10.5,7.5,2.6,6.4
,Urban,30-40%,1,2.4,9,21.5,25.2,19.4,10.7,5.2,2.5,3.2
,Urban,40-50%,0.1,4.6,9.9,24.1,25,18.2,5.9,5,3.7,3.5
,Urban,50-60%,0.3,6,11.4,19.9,32.1,14.3,7.9,2.7,2.8,2.7
,Urban,60-70%,0.2,7.2,13.4,25.7,27.2,14.6,5.3,2,2.6,1.7
,Urban,70-80%,1,9.8,13.2,31.4,23.6,13.1,4.6,1.5,0.7,1.2
,Urban,80-90%,4.1,18.8,16.2,31.2,14.2,8.6,2.5,2.2,0.9,1.4
,Urban,90-95%,9.5,18.9,14.6,32.8,15,5.4,1.1,1.5,0,1
,Urban,95-100%,27.2,21.3,18.1,21.8,8.6,2.3,0.3,0,0,0.5
,Urban,All classes,3.9,8.9,11.1,22.9,22.2,14.3,7,3.8,2.3,3.6
,Urban,Avg. MPCE (Rs.),12631.44,8032.05,6396.19,5821.94,4720.13,4145.64,3628.84,3605.11,3499.62,3326.89
Chhattisgarh,Rural,0-5%,9,0.7,2.7,11.3,14.1,19,16.9,6.9,11.8,7.5
,Rural,5-10%,0,5.3,5.8,22.8,20.4,15.6,16.8,6.8,3.3,3.1
,Rural,10-20%,2.1,6.4,6.1,18.4,21.4,18.9,14.7,6.1,2.1,3.8
,Rural,20-30%,2.2,7.2,13.5,20.3,21.5,14.8,9.7,7.6,2.5,0.6
,Rural,30-40%,5.3,10.1,6.6,19.9,29.6,12.7,9.2,2.9,1.8,2
,Rural,40-50%,3.8,9.3,13.4,20.4,19.6,15.9,6.7,5.3,0.7,4.9
,Rural,50-60%,6.6,6.8,12.2,25.5,17.9,17.4,6.6,3.8,1.9,1.2
,Rural,60-70%,6.8,9.6,12.3,29,27.2,6.9,4.2,1.5,0.9,1.6
,Rural,70-80%,5.9,15.8,16.8,29.4,16.7,6,4.3,3.3,0.7,1.1
,Rural,80-90%,7.1,16.8,18.6,25.9,18.7,6.7,2.3,0.9,1.4,1.6
,Rural,90-95%,13.9,19.2,12.6,26.2,13.6,7.6,2.8,0.4,1.5,2.3
,Rural,95-100%,29.8,21,15.3,16.9,12,2.4,1.3,0.5,0.7,0
,Rural,All classes,7.6,11.4,12.3,23,19.9,11.3,6.9,3.5,1.9,2.1
,Rural,Avg. MPCE (Rs.),4786.25,3382.25,3022.69,2696.96,2477.26,2129.72,1940.7,1904.93,1978.61,2103.14
,Urban,0-5%,2.1,7,5,13.7,27.4,12.3,11.4,5.9,5.6,9.5
,Urban,5-10%,3.8,7.2,5.8,12.7,24.5,13,14.1,14.6,3.2,1
,Urban,10-20%,3.5,7.1,10.3,31.1,25.6,12.3,5.3,1.1,2,1.7
,Urban,20-30%,0.9,8,17.3,27.9,23.5,9.6,7.6,2.5,1.8,0.9
,Urban,30-40%,4.5,7.3,10.8,33,23.6,8.1,6.8,4.1,0.6,1.2
,Urban,40-50%,11.5,3.6,9.2,38.1,17.7,11.9,4.8,2.3,0,0.8
,Urban,50-60%,9.6,8.9,15.3,31.4,18.8,9.5,3.6,1.6,0.4,1
,Urban,60-70%,9.6,8.2,14.9,37.1,11.9,7.7,3.5,2.7,1,3.4
,Urban,70-80%,4,13.2,24.1,29.7,16.3,5.3,4.2,2,1,0.3
,Urban,80-90%,8.5,19.5,21.5,24.6,18.8,4.2,1.9,0.5,0.2,0.3
,Urban,90-95%,12.6,19,17.8,28.5,11.6,5.7,2.5,1.6,0,0.8
,Urban,95-100%,36.2,15.2,20.7,17.9,7.5,1.6,0.9,0,0,0
,Urban,All classes,9.1,10.6,15.5,28.9,18.4,8,4.8,2.5,1,1.3
,Urban,Avg. MPCE (Rs.),8349.73,6097.83,5821.02,4696.06,4123.75,3800.23,3511.25,3345.2,2904.01,3014.4
Delhi,Rural,0-5%,10.1,0,8.6,0,10.1,10.3,43.4,7.6,0,10.1
,Rural,5-10%,0,0,8.3,0,59.3,29.2,0,3.3,0,0
,Rural,10-20%,0,0,4.3,21.7,39.8,20,2.6,5.6,3.7,2.2
,Rural,20-30%,0,0,2.4,63.3,0,17.1,11.8,0,0,5.3
,Rural,30-40%,0,5.1,14.7,28.4,23.3,13.3,8.4,3.3,0,3.4
,Rural,40-50%,0,7.2,15.7,26.3,14.2,15.6,17.3,3.7,0,0
,Rural,50-60%,4.8,2.3,28.7,18.8,19.9,16.5,3.7,0,2.5,2.7
,Rural,60-70%,1.4,15.9,24,13.3,10.1,24.9,4.7,0,0,5.6
,Rural,70-80%,3.7,15.1,16.2,7.3,37.9,8.2,0,0,11.6,0
,Rural,80-90%,5.9,16.6,6.4,41.8,23.2,6.2,0,0,0,0
,Rural,90-95%,5.6,5,32.2,47.5,5.8,4,0,0,0,0
,Rural,95-100%,19.4,26.2,30.8,23.5,0,0,0,0,0,0
,Rural,All classes,4.1,9,16.3,26.2,19.5,13.3,6,1.5,1.7,2.1
,Rural,Avg. MPCE (Rs.),10651.45,9272.45,8301.23,7297.6,6176.22,5823.4,4767.25,4619.36,7054.63,5164.93
,Urban,0-5%,0.4,0.4,0,5.8,17,24.6,18.4,14.8,6.3,12.4
,Urban,5-10%,0,1.6,1.4,23.6,22.9,23.9,11.3,6.4,4.9,4
,Urban,10-20%,0.1,0.7,3.1,28.6,36.6,15.3,9.7,3.4,0.3,2.1
,Urban,20-30%,0.8,2.4,6.6,44.7,26.9,10.3,4.2,1.7,1.8,0.6
,Urban,30-40%,0.8,6.4,13.5,34.7,26.8,12.5,3.3,0.6,1.4,0
,Urban,40-50%,1.8,4.6,17.7,35.8,25.3,8.2,4.1,2.5,0,0
,Urban,50-60%,1.8,13.5,19.4,35.1,14.6,9.6,2.2,1.7,0.8,1.3
,Urban,60-70%,4.3,11.6,18.5,35.9,17.9,9.6,1.9,0.1,0.2,0
,Urban,70-80%,8,20.2,19,33.7,12,3.7,1.5,0.8,0,1
,Urban,80-90%,19.3,18.5,28.1,21,9.1,2,0.9,0.7,0,0.4
,Urban,90-95%,16.4,26.2,16,33,7,1.3,0,0,0,0
,Urban,95-100%,41.7,11.7,17.3,23.5,2.9,2.8,0.1,0,0,0
,Urban,All classes,8.9,11.3,15.8,31.2,17.6,8.3,3.4,1.7,0.8,1
,Urban,Avg. MPCE (Rs.),18989.83,11985.32,11018.08,9032.27,6788.65,6102.31,5073.35,4805.98,4197.75,4825.31
Goa,Rural,0-5%,1,0,10.6,30.9,31.9,17.2,0,8.4,0,0
,Rural,5-10%,9.2,0,0,18.5,40.8,15.5,0,0,7.9,8
,Rural,10-20%,0,7.5,12.4,23.8,32.4,12.4,0,7.3,0,4.2
,Rural,20-30%,3.5,15.3,10.2,19.1,17.5,17.8,8.5,3.6,0,4.3
,Rural,30-40%,0,15.1,8.1,26.9,19.4,10,5.1,0,3.9,11.6
,Rural,40-50%,0,4.7,7.8,42.2,15.7,22.6,3.5,0,0,3.4
,Rural,50-60%,0,9.8,36.2,17.5,29,7.6,0,0,0,0
,Rural,60-70%,0,10,24.3,43.4,13.5,7.3,0,1.6,0,0
,Rural,70-80%,10.1,14.4,24.7,27.1,16.5,1.7,2.6,3,0,0
,Rural,80-90%,5.3,13.3,47.3,27.2,7.1,0,0,0,0,0
,Rural,90-95%,4.2,29.4,42.7,21.6,2.2,0,0,0,0,0
,Rural,95-100%,20,28,18.2,27.8,3.9,2.1,0,0,0,0
,Rural,All classes,4.3,13,23,27.6,17.4,8.4,1.7,1.7,0.6,2.2
,Rural,Avg. MPCE (Rs.),11822.6,10488.59,8675.64,8077.39,6255.39,5877.72,6170.44,5745.8,5000.96,5462.97
,Urban,0-5%,0,25.4,0,0,29.5,30.5,14.7,0,0,-
,Urban,5-10%,20.2,8.5,6.4,5.8,32.2,12.4,0,14.5,0,-
,Urban,10-20%,0,25.4,4.4,24.5,29.9,13.8,2,0,0,-
,Urban,20-30%,12,0,13.3,44.5,8.3,4.7,4.7,6.2,6.3,-
,Urban,30-40%,2.1,0,17.6,34.7,32.4,4.8,5.1,3.2,0,-
,Urban,40-50%,6.4,0,16.6,45.9,9.2,21.8,0,0,0,-
,Urban,50-60%,3,10.1,37.3,24.5,23,0,0,2,0,-
,Urban,60-70%,18.1,1.6,23.3,44.8,5.4,1.9,0,2.6,2.4,-
,Urban,70-80%,17.6,15.3,22.6,36,7,0,1.5,0,0,-
,Urban,80-90%,21,4.4,24.1,44.5,2.2,0,0,3.8,0,-
,Urban,90-95%,37.3,9.8,27.9,22.5,2.4,0,0,0,0,-
,Urban,95-100%,31.6,30.6,17,9.4,11.5,0,0,0,0,-
,Urban,All classes,14.4,10,19.4,31.6,14.1,5.7,1.7,2.3,0.8,-
,Urban,Avg. MPCE (Rs.),12450.58,10591.17,10139.08,8992.7,8480.19,5625.62,5769.79,7029.33,6753.8,-
Gujarat,Rural,0-5%,0,2.6,3.7,7.1,13.7,21.4,11.9,13.3,9.5,16.6
,Rural,5-10%,0,4.2,1.9,14,14,29.6,16.4,8.5,4.7,6.8
,Rural,10-20%,0.8,2.6,6.1,13.2,20.3,22.2,14.8,8.3,4.1,7.5
,Rural,20-30%,0.5,4.9,6.1,16.4,24.1,18.9,14.1,6.6,3.3,5.1
,Rural,30-40%,0.8,4.4,6.4,17.3,23.4,22.3,14.2,6.3,1.1,3.8
,Rural,40-50%,1.4,10.1,9.1,20,24.9,15.9,7.2,6.2,3,2
,Rural,50-60%,1.4,7.6,11.7,21.2,25,17.5,6.3,4.5,1,3.9
,Rural,60-70%,2.2,9.1,12.9,24,19.9,16.3,7,3.4,2.8,2.4
,Rural,70-80%,7.2,10,12.3,25.8,21.2,14.7,4.3,1.8,1.3,1.3
,Rural,80-90%,6.5,17.5,22.1,23.6,14.6,7.8,3.4,2.2,1.1,1.1
,Rural,90-95%,8.1,17.9,21.7,23.7,15.6,8.2,2.2,1.2,0.3,1.2
,Rural,95-100%,22,25,18.2,17.6,9.8,5,0.8,0.9,0.5,0.2
,Rural,All classes,4.6,10.4,12.1,19.9,19.5,15.6,7.8,4.6,2.2,3.4
,Rural,Avg. MPCE (Rs.),6905.72,5417.64,4968.01,4283.08,3809.94,3545.99,3157.41,3139.28,3098.17,2914.23
,Urban,0-5%,1.5,2,2.9,13.4,18.9,24.2,16,11.6,2.5,7
,Urban,5-10%,0.5,1.2,7.2,18.2,23.4,21.3,10.1,8.4,1.7,8.2
,Urban,10-20%,2.1,4.6,8.1,21.6,27.6,17.5,7.6,5.7,1.8,3.3
,Urban,20-30%,5.3,5,12.6,20.7,25.3,14.3,7.5,3.7,2.1,3.6
,Urban,30-40%,4,6.6,11,32.6,26.2,11.2,2.7,3.6,1.1,1.2
,Urban,40-50%,3.3,6.3,12.1,32.6,24.1,11.3,5.4,2.4,0.7,1.9
,Urban,50-60%,3.6,10.2,16.7,34.1,18.4,9.8,2.5,1.7,2.2,0.8
,Urban,60-70%,7.1,11.3,20,33.1,16.1,6.1,2,2.2,1.7,0.6
,Urban,70-80%,14.6,13.9,22.6,27.6,12.5,4.5,1.2,1.2,0.4,1.5
,Urban,80-90%,22.1,16.7,20.5,24.5,10.8,3.2,0.7,0.5,0.5,0.6
,Urban,90-95%,29.6,19.7,19.5,17.4,7.3,4.8,0.5,1.1,0,0.3
,Urban,95-100%,34.7,20,17.3,12.7,11.5,3,0.3,0.2,0.3,0
,Urban,All classes,11.8,10.9,15.8,25.6,17.8,9.1,3.5,2.6,1.1,1.7
,Urban,Avg. MPCE (Rs.),11212.04,9504.68,8428.84,6869.18,6322.58,5467.8,4542.95,4782.69,5588.61,4633.14
Haryana,Rural,0-5%,0,2,3.8,17.1,19.4,18.9,16,8.9,5.2,8.8
,Rural,5-10%,0,3.8,5.4,12.8,32.7,9.4,16.3,4.5,5.6,9.6
,Rural,10-20%,0,3.2,6.5,18.4,24.7,20.7,12.2,7.3,3.7,3.4
,Rural,20-30%,0,4.3,7.4,22.5,21.8,16.8,13.5,5.8,4.8,3.2
,Rural,30-40%,0.7,5.8,10.6,23.4,25.5,16.4,7.8,4.6,2.8,2.2
,Rural,40-50%,0.8,4.9,11,26.2,26.2,14.3,6.6,3.9,4.4,1.8
,Rural,50-60%,0.6,5.4,10.6,21.7,27.9,13.4,11.7,2.5,3.1,3.1
,Rural,60-70%,1.2,7,12.2,31,21.3,14.5,6.1,2.9,2.1,1.6
,Rural,70-80%,2.3,5,13.9,30.8,26.8,13.8,1.9,0.6,2.5,2.5
,Rural,80-90%,3.7,9,18.6,34.8,16.2,11.6,1.4,0.4,2.8,1.7
,Rural,90-95%,3,19.6,21.3,32.3,13.9,6.6,1.5,0,1.3,0.4
,Rural,95-100%,8.9,20,24.1,23.2,10.1,8.2,2.9,2,0,0.6
,Rural,All classes,1.8,7.3,12.6,25.8,22.3,13.9,7.3,3.3,3,2.7
,Rural,Avg. MPCE (Rs.),8673.84,6708.92,6149.29,5502.75,4689.57,4672.73,3953.91,3862.29,4269.29,3975.69
,Urban,0-5%,0,3.3,0.7,6,28.7,26.4,13.1,9,3.1,9.8
,Urban,5-10%,0,3.6,9.4,20.4,20.2,24.5,3,10.7,4.6,3.5
,Urban,10-20%,0,3.6,9.6,26,21.4,23.1,6.9,4.1,2.3,2.9
,Urban,20-30%,0.7,2.1,10.6,33.5,17.8,21.4,6.9,2.3,2.5,2.2
,Urban,30-40%,0.3,1.7,16.2,31.6,19.2,14.9,10.1,2.5,2.5,1.1
,Urban,40-50%,0.8,10.4,12.2,29.6,19.5,18.8,2.5,1.9,1.5,2.8
,Urban,50-60%,2.4,8.5,21.7,36.3,19.5,9,1.5,0.3,0.3,0.7
,Urban,60-70%,1.7,12.2,15.1,35.7,20.7,9.6,3.1,0.3,1.2,0.4
,Urban,70-80%,8.3,13.6,21.3,28.2,16.6,7.6,2.9,0.5,0.2,0.8
,Urban,80-90%,10.7,19.6,14,26.7,17.6,6.9,1.6,1.4,0.3,1.3
,Urban,90-95%,19.8,17.9,22.1,24.2,12.1,3.6,0,0.3,0,0
,Urban,95-100%,43.9,20.4,12.2,15.4,5.6,2,0,0,0.5,0
,Urban,All classes,8.1,10.7,14.9,27.9,17.6,12.4,3.7,1.9,1.3,1.6
,Urban,Avg. MPCE (Rs.),19196.58,12826.93,9595.35,8501.38,7673.9,6150.63,5396.86,4722.33,5768.93,5124.44
Himachal Pradesh,Rural,0-5%,0,4,7.7,12.4,30.9,21.6,14,3.6,3.2,2.6
,Rural,5-10%,0,1.2,13.1,24.4,29.3,17.8,8.4,3.3,0,2.5
,Rural,10-20%,0.6,6.9,7.7,25.4,28.8,11.3,12.3,3.8,2.5,0.7
,Rural,20-30%,1.2,3.2,14,30.7,29.1,13,3.9,2.1,0.7,2.2
,Rural,30-40%,0.8,9,20,26.8,22.5,10.2,5.3,3.3,1.3,0.8
,Rural,40-50%,5,13.3,19,29.8,15.4,11.7,2.6,1.4,0.9,0.8
,Rural,50-60%,7.5,12.7,22.3,25.7,18.2,6.7,1.6,2.2,0.7,2.3
,Rural,60-70%,7.8,13.7,21.3,28.5,10.7,12.1,1.9,2.5,0.8,0.7
,Rural,70-80%,6.8,17,26.5,27.1,8,9.8,2.9,0.8,0.8,0.3
,Rural,80-90%,17.3,22.8,18.8,17.6,10.7,7.8,2.6,0.9,0.9,0.7
,Rural,90-95%,29.8,22.6,28.3,10.3,7.2,0.6,0,0,0,1.1
,Rural,95-100%,76.7,15.5,2.3,3.1,1,0,1.3,0,0,0
,Rural,All classes,16.9,13.3,17,21.5,15.2,8.8,3.8,1.7,0.9,1
,Rural,Avg. MPCE (Rs.),14080.86,8010.29,5926.82,5227.55,4525.8,4555.38,4468.34,4129.3,4240.82,4805.04
,Urban,0-5%,42.1,2.4,8.6,10.4,9.5,20.1,2.1,2.1,0,2.7
,Urban,5-10%,4,8.7,9.9,13.6,29.8,13.6,14.6,5.9,0,0
,Urban,10-20%,18.3,17.6,11.9,11.4,28.3,5.4,4.1,1.4,1.6,0
,Urban,20-30%,9.2,4.6,10.5,41.4,17.5,8.7,7.2,0,0,0.9
,Urban,30-40%,16.5,10.9,9.3,36.9,15.4,10.2,0.9,0,0,0
,Urban,40-50%,10.7,21,26.9,19.8,16.2,2.3,0.4,1.8,0.8,0
,Urban,50-60%,4.3,25.8,26.5,22,14.8,2.3,2.3,0,0.8,1.3
,Urban,60-70%,19.2,23.2,20,26.9,5.5,2.8,0,1.1,0,1.4
,Urban,70-80%,35,14.5,24.8,21.3,2.5,0,1.6,0.3,0,0
,Urban,80-90%,53.1,16.3,17.3,6.3,5.8,1.1,0,0,0,0
,Urban,90-95%,65.2,13.2,9.7,11.5,0.4,0,0,0,0,0
,Urban,95-100%,80.1,11.3,4.3,2.8,1.5,0,0,0,0,0
,Urban,All classes,33.7,15.2,15.9,18,10.3,3.8,1.8,0.7,0.3,0.4
,Urban,Avg. MPCE (Rs.),13589.95,9859.36,8714.48,7702.57,6178.35,4909.49,4867.13,4858.79,5566.88,5680.72
Jharkhand,Rural,0-5%,0.9,3.5,4.1,5.4,11.5,22.8,24,11.1,8,8.8
,Rural,5-10%,3.5,1.6,3.7,9.6,18.8,26.7,18.8,7,4.9,5.5
,Rural,10-20%,1.4,5,9.1,14.7,25.7,20.3,12.1,3.9,2.7,5.1
,Rural,20-30%,1.4,5.7,9,17.8,24.2,19.1,8.5,7.5,1.4,5.4
,Rural,30-40%,1.2,5.1,10.4,20.3,26.5,17,9.6,3.7,3.7,2.5
,Rural,40-50%,1.6,5.1,11.2,25.1,25.8,19.7,5.6,3.5,1,1.4
,Rural,50-60%,1.2,9.1,14,23.2,25.6,15.6,6.8,1.6,0.6,2.2
,Rural,60-70%,1.7,11.4,12.2,30.5,21.7,11.1,4.6,2.2,2.2,2.6
,Rural,70-80%,1.6,11.8,15.4,26.7,20.8,11.7,6.4,3.2,0.5,2
,Rural,80-90%,2.5,11,18,27.2,19,10.6,5.8,2,0.6,3.5
,Rural,90-95%,8,18,18.5,27.7,16.3,5.5,3.7,1.1,0.4,0.8
