State/UT/All-India,Sector,Fractile.class.of.MPCE,1,2,3,4,5,6,7,8,9,10+
,Rural,95-100%,12.1,19.2,20.9,24.5,17.7,2.4,0.9,1.1,0.3,1
,Rural,All classes,2.8,9.2,12.9,22.7,22,14.6,7.6,3.5,1.7,3
,Rural,Avg. MPCE (Rs.),4875.97,3649.3,3383.6,3235.18,2818.35,2390.08,2306.43,2304.9,2048.13,2356.6
,Urban,0-5%,0.8,3.2,8.6,7.9,24.1,25.6,10.9,4.6,4.5,9.8
,Urban,5-10%,0.8,1.5,3.9,23.5,24.6,17.3,7.8,6.9,3.3,10.3
,Urban,10-20%,1.5,5.4,5.2,24.3,20.4,20.8,9.3,4.3,1.9,6.7
,Urban,20-30%,0.3,3,14.9,21.6,22.3,11.4,10.7,6.9,1.6,7.4
,Urban,30-40%,7.7,3.7,13.9,30.3,20.8,11.5,6,3.4,0.1,2.5
,Urban,40-50%,6,6.1,11.5,28.9,21.5,13,6.2,3,1.3,2.6
,Urban,50-60%,7.2,9.8,17.2,23.4,21.3,9.9,5.6,1.2,1.1,3.3
,Urban,60-70%,5.7,9.5,18.7,30.5,21.8,6.1,2.2,2.9,2.2,0.4
,Urban,70-80%,10.1,13.5,16.5,28.4,19,6.5,3.1,0.8,0.4,1.7
,Urban,80-90%,15.5,11.3,21.5,29.9,8.7,8.5,2.8,0.7,0.9,0.3
,Urban,90-95%,19.4,22.9,17.5,28.4,7.7,3.3,0.3,0,0.5,0
,Urban,95-100%,26.3,20.4,24.9,16.3,6.9,2,0.6,1.1,0.5,1
,Urban,All classes,9.2,9.8,15.7,25.9,17.7,10.1,4.9,2.6,1.3,3
,Urban,Avg. MPCE (Rs.),8421.12,7416.69,6543.63,5376.69,4565.09,4108.35,3853.71,3754.03,4539.1,3311.1
Karnataka,Rural,0-5%,3.5,3.4,2,9.4,16.1,17.8,15.7,9.2,8.4,14.6
,Rural,5-10%,1.8,4.6,4.8,14.9,20.4,17.6,10.5,8.8,3.7,12.9
,Rural,10-20%,6.7,6.5,8,14.8,23.5,17.9,10.3,5.2,2.2,5
,Rural,20-30%,9.6,5,8.7,18.9,23,17.1,6.9,3.3,2.2,5.4
,Rural,30-40%,3.1,8.3,13.4,25.2,22.9,13.1,6.5,4,2,1.5
,Rural,40-50%,5.3,8.6,14.4,30,23.6,11.2,3.6,1,0.5,1.6
,Rural,50-60%,8.1,10.8,17.6,28.6,18.2,8.7,3.4,1.4,1,2
,Rural,60-70%,5.4,11,20.4,29.8,18.1,8.3,2.1,2.3,0.5,2.2
,Rural,70-80%,8.2,15.8,23.8,28.4,13.1,5.9,2.6,0.7,0.6,0.9
,Rural,80-90%,7.5,16.5,26.6,28,13.6,5.2,1.2,0.3,0.2,0.6
,Rural,90-95%,9.8,25.8,21.3,27.5,10.6,2.6,1.5,0.2,0.2,0.5
,Rural,95-100%,21.2,28.8,22.3,17.8,6.7,2.7,0.1,0,0.2,0.3
,Rural,All classes,7.8,12.7,17.1,24.6,17.5,9.8,4.3,2.3,1.3,2.7
,Rural,Avg. MPCE (Rs.),5943.87,5968.59,5419.53,4856.41,4211.32,3809.24,3442.98,3246.79,3203.52,3258.44
,Urban,0-5%,3.9,3.2,4.3,10.9,20.8,19,9.8,11.6,3.3,13.2
,Urban,5-10%,4.1,4.5,8.7,15.6,26.8,15.4,11.2,5.7,2.8,5.2
,Urban,10-20%,3.9,4.7,11.1,23,29.3,16.9,4.3,2.6,1.2,3
,Urban,20-30%,3.2,6.7,14.2,31.9,23.6,11.3,4.9,1.4,0.6,2.1
,Urban,30-40%,6.6,9.1,20.4,26.2,26.2,7,2.4,1.7,0.1,0.5
,Urban,40-50%,8.1,8.4,25.3,28.6,17,6.9,2.3,1.1,2,0.3
,Urban,50-60%,15.7,11,20.2,31.1,15.6,4.5,1.2,0.3,0.1,0.2
,Urban,60-70%,12.2,18.2,25.5,28.7,11.1,3.2,0.6,0.5,0,0.1
,Urban,70-80%,14,16.3,27.9,30.2,7.5,3.1,0.5,0.1,0.4,0
,Urban,80-90%,22,23.6,23.7,22.7,5.1,2.2,0.5,0,0.1,0
,Urban,90-95%,39.7,24.8,20.1,12.9,1,1.5,0,0,0,0
,Urban,95-100%,59.5,19.3,11,8.9,1.2,0.1,0,0.1,0,0
,Urban,All classes,18.2,14.2,19.7,23.8,13.5,5.8,2,1.1,0.6,1
,Urban,Avg. MPCE (Rs.),15915.03,10932.22,8911.07,7839.89,5870.1,5460.95,4699.78,4173.72,4963.51,3500.57
Kerala,Rural,0-5%,6.5,4.2,8,21.3,21.1,18.6,7.5,4,4,4.8
,Rural,5-10%,1.7,5.8,9.7,17.8,21.7,22.9,10.5,4.5,1.9,3.5
,Rural,10-20%,1.9,7.2,13,24.1,21.5,17.7,9.4,2.9,1.4,0.9
,Rural,20-30%,2.2,7.5,14.4,26.8,25.2,16.5,2.8,2.9,1.4,0.3
,Rural,30-40%,3.5,10.2,16.4,26.3,23.7,13.4,4,1.8,0.6,0
,Rural,40-50%,3.3,14,21.3,24.8,19.9,10.6,3.8,1.9,0.3,0.2
,Rural,50-60%,3.2,13.6,22.9,28.1,18.8,8.4,3.2,1.4,0,0.3
,Rural,60-70%,5.7,16.6,25,27.3,13.4,7.7,3.5,0.3,0,0.5
,Rural,70-80%,7.4,18.5,25.7,29.1,11.8,4.3,1.4,1.5,0.2,0.2
,Rural,80-90%,7.3,27.4,26.5,21.9,10.7,4.6,1.5,0.2,0,0
,Rural,90-95%,14.8,33.8,25.4,13.5,8.2,3.1,0.4,0.8,0,0
,Rural,95-100%,20.1,38.7,19.7,12,5.6,2.6,1.3,0,0,0
,Rural,All classes,6.4,17.4,20.5,23.7,16.3,9.6,3.5,1.6,0.6,0.5
,Rural,Avg. MPCE (Rs.),9590.81,8890.1,7121.6,5924.78,5239.02,4740.26,4797.56,4317.58,3275.6,3222.35
,Urban,0-5%,5.2,3.9,8.6,15.4,24.3,18.3,6.8,2,5.4,10.1
,Urban,5-10%,1,8.8,12.5,19.1,28.9,17.1,4.8,0.7,2.8,4.4
,Urban,10-20%,2.1,8.8,8.8,23.2,31,9.9,7.3,1.7,4.4,2.8
,Urban,20-30%,2.1,8.8,15.9,26.9,24.4,12.3,6.4,1.3,0.9,1
,Urban,30-40%,3.7,10.7,18.1,30.1,24.9,9.3,2,0.9,0,0.3
,Urban,40-50%,4.8,14,17.6,32,21,7.6,1.8,1.2,0,0
,Urban,50-60%,5.7,17.4,23.9,27.6,16.8,5.8,2,0.9,0,0
,Urban,60-70%,6.6,22.2,27,28.5,10.7,3.3,1.5,0.3,0,0
,Urban,70-80%,15,19.6,23.3,25.2,11.9,4.1,0.7,0,0.2,0
,Urban,80-90%,23.8,24.2,21.3,17.5,7.4,3.8,0.7,1,0.2,0
,Urban,90-95%,26.7,31.1,22,12.7,7.2,0.3,0,0,0,0
,Urban,95-100%,45.3,24.7,17.1,8.1,1.9,2,1,0,0,0
,Urban,All classes,13,17.7,19.4,23,15.8,6.4,2.4,0.7,0.7,0.8
,Urban,Avg. MPCE (Rs.),14811.04,10276.11,8712.29,6686.05,5636.09,5722.31,4996.48,5215.75,3498.04,2825.62
Madhya Pradesh,Rural,0-5%,1.1,0.6,3,7,16.8,21.5,17.6,11.9,6.7,13.9
,Rural,5-10%,0.6,6.1,3.5,10.9,21.5,25.7,11.8,8.1,5.6,6.2
,Rural,10-20%,1.1,6.2,5.5,15.1,22.6,22.2,11.8,6.5,2.3,6.8
,Rural,20-30%,1.2,4.9,6.3,19.6,25.5,18,10.8,6.7,4.1,3
,Rural,30-40%,1.5,7.2,9.2,23.2,24.1,16.5,7.8,4,1.7,4.6
,Rural,40-50%,2.3,8.9,9,24.6,22.7,16.7,8.5,2.3,2.2,2.8
,Rural,50-60%,2.6,10.4,11,28.5,22.5,12.4,6,3.3,1.1,2.2
,Rural,60-70%,2.6,11,15,28.8,20.8,11.6,4.2,2.2,1.9,1.8
,Rural,70-80%,3.7,11.6,16,31.2,18.1,9.7,3.3,2.4,1.3,2.5
,Rural,80-90%,5.9,18.2,17.9,24.4,16,8.7,4.1,1.6,0.6,2.6
,Rural,90-95%,8.7,19.7,19.4,24.4,12.6,8.5,3.2,1.6,1.2,0.7
,Rural,95-100%,13.7,20.5,15.4,24.4,13.6,7,2.4,1.2,1,0.9
,Rural,All classes,3.7,11,11.8,23.6,20.1,13.9,6.8,3.7,2,3.4
,Rural,Avg. MPCE (Rs.),5067.04,4049.55,3792.09,3508.09,3091.43,2848.26,2681.19,2573.84,2625.61,2582.11
,Urban,0-5%,1.8,1.5,1.8,7.3,16.7,19.9,12.8,10.3,9.1,18.7
,Urban,5-10%,1.6,3.4,1.9,16,16.5,21.4,13,11.3,3.5,11.3
,Urban,10-20%,3.5,1.9,3.2,14.9,24.8,19,11.6,7.5,5.8,7.9
,Urban,20-30%,0.6,3.8,7.5,28.2,23.2,17.6,6.5,5.3,2.9,4.6
,Urban,30-40%,2,3.2,9.6,28.3,24.1,13.5,6.2,3.6,3.6,6.1
,Urban,40-50%,2.9,5,11.4,31.9,21.8,13.3,4.4,4.1,1.9,3.3
,Urban,50-60%,2.2,8.3,16,33.7,19.5,10,5,1.6,1.4,2.4
,Urban,60-70%,6.1,11.2,13.9,32.6,16.1,10.3,3.2,2,1.6,3.1
,Urban,70-80%,4,12,20.5,34.3,15.4,8.3,2.9,1.1,0.7,0.7
,Urban,80-90%,5.1,14.6,21.9,37.1,14,4.9,1.6,0.2,0.4,0.2
,Urban,90-95%,13.2,20.6,16.1,29,13.8,4.7,2.1,0.2,0.2,0
,Urban,95-100%,47.5,21.5,14.1,12.7,2.2,1.8,0.1,0,0,0.1
,Urban,All classes,8.6,10,13.3,27.7,16.9,10.6,4.6,2.9,2,3.4
,Urban,Avg. MPCE (Rs.),13613.43,7981.85,6576.9,5548.95,4595.97,4198.98,3733.09,3272.47,3407.91,3222.3
Maharashtra,Rural,0-5%,1,4.5,2.9,9.8,14.9,21.4,12.9,11.5,8.5,12.6
,Rural,5-10%,1.1,5.1,5.8,17.8,20.5,24.1,12.9,4.7,4.1,3.9
,Rural,10-20%,1.4,5.8,7.6,24.3,24.4,17.4,7.4,5,2.5,4.1
,Rural,20-30%,2.3,8.2,11.5,24.8,21.8,15.5,7.4,3.4,3,2.2
,Rural,30-40%,4.2,9.6,13.4,26,19.6,13.1,6.5,2.8,1.6,3.1
,Rural,40-50%,3.8,10.7,14.1,26,20.1,15.5,3.5,1.9,2.4,2
,Rural,50-60%,5.1,11.8,15.9,28,19.5,11.6,3.9,1.4,1.2,1.6
,Rural,60-70%,4.7,14,16.1,29.9,17.8,11.3,2.7,1.1,0.7,1.7
,Rural,70-80%,4.8,15.3,19.4,29.4,15.7,9.3,2.3,1.5,1,1.4
,Rural,80-90%,8.6,18,24.3,24.1,12.4,7.4,2.1,0.9,0.8,1.5
,Rural,90-95%,13.8,19.8,21.4,25.8,9.7,4.8,2.2,0.6,0.7,1.3
,Rural,95-100%,23.8,24.4,20.9,20.2,6.2,2.2,0.7,0.3,0.7,0.5
,Rural,All classes,6.4,13,15.7,25.2,17,11.8,4.5,2.3,1.8,2.4
,Rural,Avg. MPCE (Rs.),7887.78,5621.52,5056.45,4339.62,3730.48,3390.37,3074.07,3099.6,3192.48,3173.71
,Urban,0-5%,0.4,3.3,4.8,12.4,19.6,22.8,11.8,9.2,4.6,11.2
,Urban,5-10%,1.1,5.7,8.4,20.2,23.9,19.3,9.6,2.9,3.3,5.5
,Urban,10-20%,2.9,6.2,10.7,26.3,22.4,14.9,5.7,3.8,3,4.1
,Urban,20-30%,1.5,7.2,14.8,28,22.2,12,5.7,3.5,1.7,3.5
,Urban,30-40%,2.7,6.4,15,28.6,24.9,11,5.1,3.5,1.7,1.1
,Urban,40-50%,2.6,6.6,17.9,33,20.8,9.5,4.5,2.6,1.2,1.3
,Urban,50-60%,2.7,10.7,22.5,37.5,14,7.5,2.3,1.4,0.5,0.9
,Urban,60-70%,5,12.1,24.9,35,15.6,4.1,1.7,0.5,0.4,0.7
,Urban,70-80%,8,13.7,23.5,30.7,15.4,6.1,1.5,0.6,0.4,0.2
,Urban,80-90%,16.4,16.8,26.8,27.2,7.3,3.4,0.8,0.5,0.5,0.4
,Urban,90-95%,24.8,20.3,22.4,21.7,8.8,1.5,0.4,0,0,0
,Urban,95-100%,41.5,22.5,17.7,11.4,5.4,1.4,0,0,0,0.1
,Urban,All classes,10,11.9,19.3,27.5,15.8,7.8,3.2,1.8,1.1,1.6
,Urban,Avg. MPCE (Rs.),14584.4,10079.83,8355.08,6900.94,5951.08,5157.25,4413.19,4278.16,4222.65,3921.03
Manipur,Rural,0-5%,0,5.3,8.5,15.9,19.9,16.1,13.9,11.2,4.6,4.6
,Rural,5-10%,0,0,2.2,17.8,12.7,12,27.2,14.6,9.9,3.5
,Rural,10-20%,1,3.2,3.8,15,23,24.4,13.6,8.1,3.3,4.6
,Rural,20-30%,0.4,2.6,5.2,22.8,27.7,17.7,12.1,6.5,3.1,1.9
,Rural,30-40%,0.7,5.4,10.7,20.3,26.5,15.2,11.5,7.9,1.1,0.7
,Rural,40-50%,1.2,5.4,10.5,24.4,27.7,13.9,9,5.5,1.6,0.8
,Rural,50-60%,1.3,6.8,12.6,26.6,22.4,16.5,8.7,2.7,1,1.4
,Rural,60-70%,0.3,7.1,21.5,25.2,20.2,12.2,9.1,2.3,2,0
,Rural,70-80%,1.5,7.3,18.6,30.8,22.5,10.9,5.1,1.3,0.8,1.3
,Rural,80-90%,2.5,12,23.1,23.5,20.4,11,3,3.6,0.6,0.4
,Rural,90-95%,3.3,18.7,24.4,32.2,11.8,8,0.7,0.5,0.4,0
,Rural,95-100%,11.3,21.5,27.3,25.9,10.3,1.9,1.4,0,0.4,0
,Rural,All classes,2,8.1,14.9,24,21.3,13.4,8.5,4.6,1.8,1.3
,Rural,Avg. MPCE (Rs.),7562.84,5936.81,5634.48,4877.2,4299.09,4035.16,3631.5,3459.76,3532.84,3236.55
,Urban,0-5%,0,6.9,10,25,22.9,14.8,11.3,5.7,2.1,1.4
,Urban,5-10%,0,2.5,10.1,19.6,22.1,21.5,10.9,7.2,3.8,2.4
,Urban,10-20%,3,4,10.4,29.1,26.5,16.5,3.9,2,2,2.6
,Urban,20-30%,1.8,3.6,13.2,25.7,28.2,16.4,4.4,3.8,0.4,2.5
,Urban,30-40%,2,5.5,14.5,24.1,30.4,13.6,5.6,0.5,2.8,0.9
,Urban,40-50%,2,5,13.3,30.7,22.5,15.5,6.8,3.1,0.3,0.9
,Urban,50-60%,1.7,3,19.6,34.5,21.7,10.9,4.6,2.8,0.5,0.7
,Urban,60-70%,1.7,6.4,13.5,36.8,20.7,12.6,4.7,2.2,1.1,0.5
,Urban,70-80%,1.4,7.8,18.2,30.9,20.6,12.6,4.5,2.7,1.1,0.3
,Urban,80-90%,4.7,10.7,26.4,31.9,17,6.6,1.3,0.7,0.3,0.5
,Urban,90-95%,9.8,12.3,28.3,30.2,12.1,4.7,0.4,0.7,0.5,1
,Urban,95-100%,25.1,9.2,25.3,25.5,8.3,3.3,2.5,0,0.8,0
,Urban,All classes,4.2,6.4,17.3,29.5,21.4,12.1,4.6,2.3,1.1,1.1
,Urban,Avg. MPCE (Rs.),9519.19,5948.38,5807.05,5200.56,4603.74,4357.26,4240.81,4062.7,4321.26,3945.55
Meghalaya,Rural,0-5%,13.8,0,0,0,14.8,10.6,18.9,13.9,8.4,19.5
,Rural,5-10%,2.9,0,3.2,6.8,16.8,9.1,16.5,17.9,14.1,12.6
,Rural,10-20%,7.9,0,3.3,5.8,18.9,18.4,12.1,10,13.4,10
,Rural,20-30%,4.2,0,1.7,14.5,17.9,17.1,16.8,7,10.4,10.3
,Rural,30-40%,0,1.6,4.9,15.2,14.5,21.1,11.9,13.1,9.4,8.3
,Rural,40-50%,1.1,0.5,7.5,19.7,18.4,20.7,14.8,8.9,4.8,3.5
,Rural,50-60%,0.9,0.5,12.5,21.8,17.5,21.2,13.3,5.8,1.7,4.8
,Rural,60-70%,0.7,5.2,15.3,23.9,17.6,14.7,11,6.8,1.7,3
,Rural,70-80%,2.2,8,18.5,21.8,17.5,12.9,8.8,5,2.6,2.6
,Rural,80-90%,0.7,10.4,21.6,25.6,17.5,12,6.6,2.4,2.7,0.4
,Rural,90-95%,7.2,19.4,21.3,20.4,20.4,7.1,1.5,0.9,1.8,0
,Rural,95-100%,19.5,15.4,23.7,22.8,10.1,3.9,2.6,1.4,0.6,0
,Rural,All classes,4.4,5.6,12.5,18.4,17,14.6,10.6,6.8,5.2,5
,Rural,Avg. MPCE (Rs.),5213.43,5619.13,4689.39,4190.33,3834.37,3432.2,3150.03,2936.65,2796.65,2576.47
,Urban,0-5%,0,0,0,1.7,17.2,8.4,12.1,29.2,12,19.4
,Urban,5-10%,0,0,9.5,9.7,18.6,16.9,14.7,8.1,2.4,19.9
,Urban,10-20%,2.1,1.5,7.8,16.9,12.7,27.5,16.2,11.5,1.7,2.1
,Urban,20-30%,0,4.4,11,11.5,14.2,21.8,22.9,6.7,4,3.5
,Urban,30-40%,0,5.5,11.2,15.2,26.1,24.3,7,4.8,3.5,2.4
,Urban,40-50%,0,2.4,14.3,16.2,32.3,21.4,3,5.8,0.7,3.9
,Urban,50-60%,0.4,8.6,18.4,30.7,19.5,10.9,4.4,4.7,1,1.3
,Urban,60-70%,0.9,1.2,29.6,22.7,24.1,7.8,6,4.9,1.2,1.6
,Urban,70-80%,5.3,11,31.8,26.4,13.2,8.8,0.6,1.5,0.3,1.1
,Urban,80-90%,3.5,20.2,25.5,26.7,11.9,5.8,6.4,0,0,0
,Urban,90-95%,12,25.5,23.3,22.4,11.6,1.3,2.4,0,0,1.4
,Urban,95-100%,46.5,17.7,15.2,10.3,3.2,4.1,1.2,0,0,1.7
,Urban,All classes,6.7,9.4,18.8,19.6,16.8,12.8,7,4.6,1.5,2.9
,Urban,Avg. MPCE (Rs.),17753.53,9745.61,8105.36,7275.1,6337.53,5441.13,5254.81,4386.64,4039.11,4960.65
Mizoram,Rural,0-5%,0,2.8,2.4,6.6,18.9,34.4,14.4,19,0,1.6
,Rural,5-10%,0,0,3,6.3,23.3,31.2,24.8,5.6,4.2,1.6
,Rural,10-20%,2.5,0,7.4,12.1,33.8,23.9,13.3,3.5,1.4,2.1
,Rural,20-30%,0,0,8.3,15.7,32.3,24.2,10,6,1.4,2.1
,Rural,30-40%,0,0.7,4,17.2,30.1,33.5,11.1,3.4,0,0
,Rural,40-50%,0,1.3,7.4,26.6,35,19.3,5.9,1.9,2.6,0
,Rural,50-60%,1.4,1.1,18.1,18.5,25.9,19,8.1,4.3,0.6,2.9
,Rural,60-70%,1.1,2.2,13.4,29.3,32.2,9.9,5.7,4.1,0.3,1.7
,Rural,70-80%,0,3.4,20.9,27.7,34.7,8.5,3.5,1.3,0,0
,Rural,80-90%,0,14.3,27.1,27.8,20.5,4.8,1.8,3,0.7,0
,Rural,90-95%,6.9,13.5,33.7,23.5,9.7,8.8,4,0,0,0
,Rural,95-100%,35.1,21.5,22.5,12.5,7.5,1,0,0,0,0
,Rural,All classes,4.3,5.6,15.3,20.3,26,16.1,7.1,3.5,0.8,0.9
,Rural,Avg. MPCE (Rs.),15447.36,9328.9,7082.8,5999.56,5004.9,4228.49,4029.4,4079.1,4012.63,3889.95
,Urban,0-5%,0,0,7.3,5.5,23.3,28.6,6.8,9.6,12.4,6.5
,Urban,5-10%,0,0,5,18.7,30.6,25.6,8.3,5.1,4.6,2
,Urban,10-20%,0,2.3,1.4,16,40.4,24.6,8,3,2.3,2
,Urban,20-30%,0,1.2,6.4,20.9,36.6,21.8,5.8,3,3.2,1.2
,Urban,30-40%,0,1.8,7.4,23.6,35.8,18.2,8,2.6,1.7,0.8
,Urban,40-50%,0,2.1,10.4,30.5,33.1,15.9,4.1,2.3,1,0.7
,Urban,50-60%,0.7,5.3,17.3,30.7,21.8,15,5.2,2.3,1.3,0.5
,Urban,60-70%,0,4.9,24.3,33.2,27.7,7.8,1.1,1,0,0
,Urban,70-80%,0.6,9.4,18.9,41,21.1,5.5,1.9,1,0.5,0
,Urban,80-90%,2.5,19.3,26.3,30.9,16.2,2.7,1,0.8,0,0.3
,Urban,90-95%,6,21.1,28.2,32,8.8,0.6,2.5,0.7,0,0
,Urban,95-100%,30,34.4,16.2,11.8,4.2,2.8,0.7,0,0,0
,Urban,All classes,3.6,9.6,15.4,26.5,24.5,12.2,3.9,2,1.5,0.8
,Urban,Avg. MPCE (Rs.),21864.37,12101.93,9502.47,8343.12,7016.33,6317,6509.14,5988.55,4864.36,4757.02
Nagaland,Rural,0-5%,0,1.2,2.4,5.6,5.1,17.3,10.3,19.2,14.9,24
,Rural,5-10%,0,2.7,7.2,5.4,10.5,8.2,27,14.1,11.2,13.9
,Rural,10-20%,0,1.7,2.1,2.5,11.5,30.2,25.1,14.3,4.8,7.8
,Rural,20-30%,1.5,3.5,0.4,7.5,22.4,25.2,21.5,9.2,6.7,2.2
,Rural,30-40%,2.1,3.4,3.2,14.4,24.6,30,14.4,5.7,1.2,1.1
,Rural,40-50%,1.9,3.3,10.1,16.6,30.3,20.8,8.8,4,1.9,2.3
,Rural,50-60%,0.6,7.4,10.6,21.8,28.5,21,6.5,2.3,1.3,0
,Rural,60-70%,2.3,9,18.7,19.7,21.6,21.4,4.3,2.6,0,0.5
,Rural,70-80%,5.8,11.7,15.7,26.6,19.7,13.5,3.8,2.9,0.2,0
,Rural,80-90%,2.4,12.6,26.6,27.3,13.3,7.3,5.8,3.1,1.6,0
,Rural,90-95%,6.9,17.9,30.1,27.2,6.6,8,2.4,0.9,0,0
,Rural,95-100%,19.8,39.7,22.1,9.8,6.4,1.9,0,0.3,0.2,0
,Rural,All classes,4.1,10.7,13.9,17.3,18.1,17,9.2,5,2.4,2.3
,Rural,Avg. MPCE (Rs.),8975.13,7547.65,6079.06,5239.93,4427.5,3964.19,3495.9,3485.93,3016.7,2319.26
,Urban,0-5%,0,0,3.9,11.2,25.3,32.6,9.6,7.1,4,6.4
,Urban,5-10%,0,0,16.5,9.5,33.2,2.2,11.1,10.2,10.6,6.6
,Urban,10-20%,0,5.5,6.6,9.5,40,24.5,8.6,2.2,0.6,2.5
,Urban,20-30%,0,5.2,12.5,25.1,24.7,13.8,14.7,0,3,1.1
,Urban,30-40%,1,9,14.2,26.2,21.4,15.2,9,2.4,0,1.6
,Urban,40-50%,0,11.1,18.3,34.5,18.4,10.8,4.7,1,0.5,0.8
,Urban,50-60%,1,10.9,14,25.4,32.8,6.9,4.8,4.1,0,0
,Urban,60-70%,4.1,10.6,14.5,32,26.9,9,1,0,0.7,1.1
,Urban,70-80%,2.1,11.6,18.6,35,25.1,5.3,2.3,0,0,0
,Urban,80-90%,5,24.7,22.3,28.7,11.6,5.4,0.2,1.3,0,0.8
,Urban,90-95%,21.9,34.4,21.3,13.6,7,0.8,0,1,0,0
,Urban,95-100%,48.8,21.1,15.9,9.1,5.1,0,0,0,0,0
,Urban,All classes,8.1,13.7,15.8,23.5,21.4,9.3,4.6,1.7,0.9,1.1
,Urban,Avg. MPCE (Rs.),15371.75,9750.86,8572.57,7765.94,6459.92,5735.31,5214.73,5662.28,4402.79,5065
Odisha,Rural,0-5%,24,7.3,3.7,8.7,15.6,19.1,11,5.3,3.7,1.7
,Rural,5-10%,11.9,5.2,9,17.8,21.7,17.5,10.6,2.7,2.1,1.4
,Rural,10-20%,10,6,12.6,20.5,21.8,15.1,8.3,3.9,1,0.9
,Rural,20-30%,5.7,8.8,13.5,25,24.5,14.4,5.6,1.1,0.6,0.8
,Rural,30-40%,7.5,11.6,16.9,24.6,22,8.7,5,1.4,1.1,1.2
,Rural,40-50%,4.5,11.3,19.8,27.9,19.1,10,3.2,1.9,0.8,1.6
,Rural,50-60%,2.9,13.2,21.5,30.2,17.5,8.4,3.5,1,0.8,0.9
,Rural,60-70%,6.2,12.5,21.7,31,17.6,5.3,3.1,1.1,0.9,0.7
,Rural,70-80%,5.7,18.3,26.8,26.8,12.9,4.3,3.2,1.1,0.8,0.2
,Rural,80-90%,7.9,19.6,29.1,27.1,9.2,4.6,1.2,0.5,0.3,0.5
,Rural,90-95%,7.6,19.9,34,22.5,10.5,2.4,1.2,0.7,0.7,0.4
,Rural,95-100%,15,21.6,31.6,19.3,8.6,1.5,0.9,0.3,0.3,1
,Rural,All classes,7.9,13.4,21,24.9,16.7,8.6,4.2,1.5,0.9,0.9
,Rural,Avg. MPCE (Rs.),3181.32,3642.9,3552.36,3096.93,2754.78,2399.93,2336.38,2332.49,2518.49,3033.78
,Urban,0-5%,5.6,7.5,7.1,14.4,27.6,19.6,9.8,1.3,0,7.1
,Urban,5-10%,0,6.1,10.8,26.7,27.9,18.9,6.2,2.8,0.7,0
,Urban,10-20%,1.5,9.1,11,32.6,18.1,15.7,5.6,1.7,2,2.8
,Urban,20-30%,1,6.9,17.6,32.3,20.5,11.5,4,3.3,0.6,2.4
,Urban,30-40%,1.9,10.2,22.5,30.5,17.6,11.8,4.1,0,0,1.2
,Urban,40-50%,6,10.3,19,31,18.9,8,3.2,1.6,1.1,1
,Urban,50-60%,4.6,13.3,19.4,33,16.7,7.8,0.2,1.5,1.7,1.8
,Urban,60-70%,4.3,10.6,23.9,38.4,9.8,5.8,3.8,3.2,0,0
,Urban,70-80%,9.8,13.4,30,31.9,10.5,2.1,0.8,1,0,0.5
,Urban,80-90%,31.7,14.7,19.8,22.4,6.2,3.3,1.4,0,0.5,0.1
,Urban,90-95%,35.3,12.6,26.6,22.2,2.2,1.1,0,0,0,0
,Urban,95-100%,40.4,19.5,24.1,13.9,0.7,1.2,0,0,0,0
,Urban,All classes,13.3,11.8,20.6,28.2,13.1,7.5,2.6,1.3,0.6,1.1
,Urban,Avg. MPCE (Rs.),9867.46,7068.79,6716.76,5370.17,3943.19,3731.57,3502.07,3983.83,3990.99,3111.03
Punjab,Rural,0-5%,1.2,1.9,4.6,8.9,25.4,31.4,16.9,3.2,2.8,3.8
,Rural,5-10%,0,2.6,5.1,17.3,25.9,17.6,10.9,12,1.2,7.5
,Rural,10-20%,0,2.7,6.9,24.7,23.1,23.5,9.4,5.4,2.8,1.4
,Rural,20-30%,0.1,2.1,7.1,25,30.8,16.2,8.3,7.8,2,0.7
,Rural,30-40%,0.6,3.3,8.3,27.9,25.9,15.6,8,4.3,2.9,3.2
,Rural,40-50%,0.6,8.1,10.7,35.3,24.6,14.1,3.7,2.4,0.5,0
,Rural,50-60%,2.1,4.9,16.5,28.1,27.7,11,5.2,2.5,0.6,1.4
,Rural,60-70%,1.6,4.5,17.9,32.6,22.6,11.8,3.3,2.8,1.7,1.1
,Rural,70-80%,3.9,7.9,14.5,36.4,21.5,10.1,2.7,1.6,1.3,0.2
,Rural,80-90%,2.9,10,23.7,35.4,19.5,6,1.8,0.2,0.3,0.2
,Rural,90-95%,7.2,20.7,22.5,27,13.6,4.6,2.1,1.8,0.4,0
,Rural,95-100%,31.3,17.8,19,17,8.1,4.3,0.6,1.3,0,0.7
,Rural,All classes,4.3,7.4,14,28.3,22.4,12.7,5.2,3.3,1.3,1.2
,Rural,Avg. MPCE (Rs.),11083.36,7570.02,6578.78,5719.13,5174.82,4632.72,4277.45,4359.76,4373.33,4132.66
,Urban,0-5%,0.1,1.2,0.9,14.4,36.4,20.4,12.7,8.8,2.1,2.9
,Urban,5-10%,0.1,0.1,3.7,20.6,34.7,24.8,8.3,6,0.5,1.3
,Urban,10-20%,0.4,1.8,9.1,26.2,32,18,4.9,4.9,1.8,0.8
,Urban,20-30%,0.6,4.4,10.2,30,25.7,12.6,5.7,6.1,1.7,2.8
,Urban,30-40%,0.8,3.3,17.8,30.6,25.1,11.7,4.3,0.7,3.5,2.3
