"State/UT/All-India","Sector","Fractile.class.of.MPCE","1","2","3","4","5","6","7","8","9","10+"
"Jharkhand","Rural","80-90%",2.5,11,18,27.2,19,10.6,5.8,2,"0.6","3.5"
"Jharkhand","Rural","90-95%",8,18,18.5,27.7,16.3,5.5,3.7,1.1,"0.4","0.8"
"Jharkhand","Rural","95-100%",12.1,19.2,20.9,24.5,17.7,2.4,0.9,1.1,"0.3","1"
"Jharkhand","Urban","0-5%",0.8,3.2,8.6,7.9,24.1,25.6,10.9,4.6,"4.5","9.8"
"Jharkhand","Urban","5-10%",0.8,1.5,3.9,23.5,24.6,17.3,7.8,6.9,"3.3","10.3"
"Jharkhand","Urban","10-20%",1.5,5.4,5.2,24.3,20.4,20.8,9.3,4.3,"1.9","6.7"
"Jharkhand","Urban","20-30%",0.3,3,14.9,21.6,22.3,11.4,10.7,6.9,"1.6","7.4"
"Jharkhand","Urban","30-40%",7.7,3.7,13.9,30.3,20.8,11.5,6,3.4,"0.1","2.5"
"Jharkhand","Urban","40-50%",6,6.1,11.5,28.9,21.5,13,6.2,3,"1.3","2.6"
"Jharkhand","Urban","50-60%",7.2,9.8,17.2,23.4,21.3,9.9,5.6,1.2,"1.1","3.3"
"Jharkhand","Urban","60-70%",5.7,9.5,18.7,30.5,21.8,6.1,2.2,2.9,"2.2","0.4"
"Jharkhand","Urban","70-80%",10.1,13.5,16.5,28.4,19,6.5,3.1,0.8,"0.4","1.7"
"Jharkhand","Urban","80-90%",15.5,11.3,21.5,29.9,8.7,8.5,2.8,0.7,"0.9","0.3"
"Jharkhand","Urban","90-95%",19.4,22.9,17.5,28.4,7.7,3.3,0.3,0,"0.5","0"
"Jharkhand","Urban","95-100%",26.3,20.4,24.9,16.3,6.9,2,0.6,1.1,"0.5","1"
"Karnataka","Rural","0-5%",3.5,3.4,2,9.4,16.1,17.8,15.7,9.2,"8.4","14.6"
"Karnataka","Rural","5-10%",1.8,4.6,4.8,14.9,20.4,17.6,10.5,8.8,"3.7","12.9"
"Karnataka","Rural","10-20%",6.7,6.5,8,14.8,23.5,17.9,10.3,5.2,"2.2","5"
"Karnataka","Rural","20-30%",9.6,5,8.7,18.9,23,17.1,6.9,3.3,"2.2","5.4"
"Karnataka","Rural","30-40%",3.1,8.3,13.4,25.2,22.9,13.1,6.5,4,"2","1.5"
"Karnataka","Rural","40-50%",5.3,8.6,14.4,30,23.6,11.2,3.6,1,"0.5","1.6"
"Karnataka","Rural","50-60%",8.1,10.8,17.6,28.6,18.2,8.7,3.4,1.4,"1","2"
"Karnataka","Rural","60-70%",5.4,11,20.4,29.8,18.1,8.3,2.1,2.3,"0.5","2.2"
"Karnataka","Rural","70-80%",8.2,15.8,23.8,28.4,13.1,5.9,2.6,0.7,"0.6","0.9"
"Karnataka","Rural","80-90%",7.5,16.5,26.6,28,13.6,5.2,1.2,0.3,"0.2","0.6"
"Karnataka","Rural","90-95%",9.8,25.8,21.3,27.5,10.6,2.6,1.5,0.2,"0.2","0.5"
"Karnataka","Rural","95-100%",21.2,28.8,22.3,17.8,6.7,2.7,0.1,0,"0.2","0.3"
"Karnataka","Urban","0-5%",3.9,3.2,4.3,10.9,20.8,19,9.8,11.6,"3.3","13.2"
"Karnataka","Urban","5-10%",4.1,4.5,8.7,15.6,26.8,15.4,11.2,5.7,"2.8","5.2"
"Karnataka","Urban","10-20%",3.9,4.7,11.1,23,29.3,16.9,4.3,2.6,"1.2","3"
"Karnataka","Urban","20-30%",3.2,6.7,14.2,31.9,23.6,11.3,4.9,1.4,"0.6","2.1"
"Karnataka","Urban","30-40%",6.6,9.1,20.4,26.2,26.2,7,2.4,1.7,"0.1","0.5"
"Karnataka","Urban","40-50%",8.1,8.4,25.3,28.6,17,6.9,2.3,1.1,"2","0.3"
"Karnataka","Urban","50-60%",15.7,11,20.2,31.1,15.6,4.5,1.2,0.3,"0.1","0.2"
"Karnataka","Urban","60-70%",12.2,18.2,25.5,28.7,11.1,3.2,0.6,0.5,"0","0.1"
"Karnataka","Urban","70-80%",14,16.3,27.9,30.2,7.5,3.1,0.5,0.1,"0.4","0"
"Karnataka","Urban","80-90%",22,23.6,23.7,22.7,5.1,2.2,0.5,0,"0.1","0"
"Karnataka","Urban","90-95%",39.7,24.8,20.1,12.9,1,1.5,0,0,"0","0"
"Karnataka","Urban","95-100%",59.5,19.3,11,8.9,1.2,0.1,0,0.1,"0","0"
"Kerala","Rural","0-5%",6.5,4.2,8,21.3,21.1,18.6,7.5,4,"4","4.8"
"Kerala","Rural","5-10%",1.7,5.8,9.7,17.8,21.7,22.9,10.5,4.5,"1.9","3.5"
"Kerala","Rural","10-20%",1.9,7.2,13,24.1,21.5,17.7,9.4,2.9,"1.4","0.9"
"Kerala","Rural","20-30%",2.2,7.5,14.4,26.8,25.2,16.5,2.8,2.9,"1.4","0.3"
"Kerala","Rural","30-40%",3.5,10.2,16.4,26.3,23.7,13.4,4,1.8,"0.6","0"
"Kerala","Rural","40-50%",3.3,14,21.3,24.8,19.9,10.6,3.8,1.9,"0.3","0.2"
"Kerala","Rural","50-60%",3.2,13.6,22.9,28.1,18.8,8.4,3.2,1.4,"0","0.3"
"Kerala","Rural","60-70%",5.7,16.6,25,27.3,13.4,7.7,3.5,0.3,"0","0.5"
"Kerala","Rural","70-80%",7.4,18.5,25.7,29.1,11.8,4.3,1.4,1.5,"0.2","0.2"
"Kerala","Rural","80-90%",7.3,27.4,26.5,21.9,10.7,4.6,1.5,0.2,"0","0"
"Kerala","Rural","90-95%",14.8,33.8,25.4,13.5,8.2,3.1,0.4,0.8,"0","0"
"Kerala","Rural","95-100%",20.1,38.7,19.7,12,5.6,2.6,1.3,0,"0","0"
"Kerala","Urban","0-5%",5.2,3.9,8.6,15.4,24.3,18.3,6.8,2,"5.4","10.1"
"Kerala","Urban","5-10%",1,8.8,12.5,19.1,28.9,17.1,4.8,0.7,"2.8","4.4"
"Kerala","Urban","10-20%",2.1,8.8,8.8,23.2,31,9.9,7.3,1.7,"4.4","2.8"
"Kerala","Urban","20-30%",2.1,8.8,15.9,26.9,24.4,12.3,6.4,1.3,"0.9","1"
"Kerala","Urban","30-40%",3.7,10.7,18.1,30.1,24.9,9.3,2,0.9,"0","0.3"
"Kerala","Urban","40-50%",4.8,14,17.6,32,21,7.6,1.8,1.2,"0","0"
"Kerala","Urban","50-60%",5.7,17.4,23.9,27.6,16.8,5.8,2,0.9,"0","0"
"Kerala","Urban","60-70%",6.6,22.2,27,28.5,10.7,3.3,1.5,0.3,"0","0"
"Kerala","Urban","70-80%",15,19.6,23.3,25.2,11.9,4.1,0.7,0,"0.2","0"
"Kerala","Urban","80-90%",23.8,24.2,21.3,17.5,7.4,3.8,0.7,1,"0.2","0"
"Kerala","Urban","90-95%",26.7,31.1,22,12.7,7.2,0.3,0,0,"0","0"
"Kerala","Urban","95-100%",45.3,24.7,17.1,8.1,1.9,2,1,0,"0","0"
"Madhya Pradesh","Rural","0-5%",1.1,0.6,3,7,16.8,21.5,17.6,11.9,"6.7","13.9"
"Madhya Pradesh","Rural","5-10%",0.6,6.1,3.5,10.9,21.5,25.7,11.8,8.1,"5.6","6.2"
"Madhya Pradesh","Rural","10-20%",1.1,6.2,5.5,15.1,22.6,22.2,11.8,6.5,"2.3","6.8"
"Madhya Pradesh","Rural","20-30%",1.2,4.9,6.3,19.6,25.5,18,10.8,6.7,"4.1","3"
"Madhya Pradesh","Rural","30-40%",1.5,7.2,9.2,23.2,24.1,16.5,7.8,4,"1.7","4.6"
"Madhya Pradesh","Rural","40-50%",2.3,8.9,9,24.6,22.7,16.7,8.5,2.3,"2.2","2.8"
"Madhya Pradesh","Rural","50-60%",2.6,10.4,11,28.5,22.5,12.4,6,3.3,"1.1","2.2"
"Madhya Pradesh","Rural","60-70%",2.6,11,15,28.8,20.8,11.6,4.2,2.2,"1.9","1.8"
"Madhya Pradesh","Rural","70-80%",3.7,11.6,16,31.2,18.1,9.7,3.3,2.4,"1.3","2.5"
"Madhya Pradesh","Rural","80-90%",5.9,18.2,17.9,24.4,16,8.7,4.1,1.6,"0.6","2.6"
"Madhya Pradesh","Rural","90-95%",8.7,19.7,19.4,24.4,12.6,8.5,3.2,1.6,"1.2","0.7"
"Madhya Pradesh","Rural","95-100%",13.7,20.5,15.4,24.4,13.6,7,2.4,1.2,"1","0.9"
"Madhya Pradesh","Urban","0-5%",1.8,1.5,1.8,7.3,16.7,19.9,12.8,10.3,"9.1","18.7"
"Madhya Pradesh","Urban","5-10%",1.6,3.4,1.9,16,16.5,21.4,13,11.3,"3.5","11.3"
"Madhya Pradesh","Urban","10-20%",3.5,1.9,3.2,14.9,24.8,19,11.6,7.5,"5.8","7.9"
"Madhya Pradesh","Urban","20-30%",0.6,3.8,7.5,28.2,23.2,17.6,6.5,5.3,"2.9","4.6"
"Madhya Pradesh","Urban","30-40%",2,3.2,9.6,28.3,24.1,13.5,6.2,3.6,"3.6","6.1"
"Madhya Pradesh","Urban","40-50%",2.9,5,11.4,31.9,21.8,13.3,4.4,4.1,"1.9","3.3"
"Madhya Pradesh","Urban","50-60%",2.2,8.3,16,33.7,19.5,10,5,1.6,"1.4","2.4"
"Madhya Pradesh","Urban","60-70%",6.1,11.2,13.9,32.6,16.1,10.3,3.2,2,"1.6","3.1"
"Madhya Pradesh","Urban","70-80%",4,12,20.5,34.3,15.4,8.3,2.9,1.1,"0.7","0.7"
"Madhya Pradesh","Urban","80-90%",5.1,14.6,21.9,37.1,14,4.9,1.6,0.2,"0.4","0.2"
"Madhya Pradesh","Urban","90-95%",13.2,20.6,16.1,29,13.8,4.7,2.1,0.2,"0.2","0"
"Madhya Pradesh","Urban","95-100%",47.5,21.5,14.1,12.7,2.2,1.8,0.1,0,"0","0.1"
"Maharashtra","Rural","0-5%",1,4.5,2.9,9.8,14.9,21.4,12.9,11.5,"8.5","12.6"
"Maharashtra","Rural","5-10%",1.1,5.1,5.8,17.8,20.5,24.1,12.9,4.7,"4.1","3.9"
"Maharashtra","Rural","10-20%",1.4,5.8,7.6,24.3,24.4,17.4,7.4,5,"2.5","4.1"
"Maharashtra","Rural","20-30%",2.3,8.2,11.5,24.8,21.8,15.5,7.4,3.4,"3","2.2"
"Maharashtra","Rural","30-40%",4.2,9.6,13.4,26,19.6,13.1,6.5,2.8,"1.6","3.1"
"Maharashtra","Rural","40-50%",3.8,10.7,14.1,26,20.1,15.5,3.5,1.9,"2.4","2"
"Maharashtra","Rural","50-60%",5.1,11.8,15.9,28,19.5,11.6,3.9,1.4,"1.2","1.6"
"Maharashtra","Rural","60-70%",4.7,14,16.1,29.9,17.8,11.3,2.7,1.1,"0.7","1.7"
"Maharashtra","Rural","70-80%",4.8,15.3,19.4,29.4,15.7,9.3,2.3,1.5,"1","1.4"
"Maharashtra","Rural","80-90%",8.6,18,24.3,24.1,12.4,7.4,2.1,0.9,"0.8","1.5"
"Maharashtra","Rural","90-95%",13.8,19.8,21.4,25.8,9.7,4.8,2.2,0.6,"0.7","1.3"
"Maharashtra","Rural","95-100%",23.8,24.4,20.9,20.2,6.2,2.2,0.7,0.3,"0.7","0.5"
"Maharashtra","Urban","0-5%",0.4,3.3,4.8,12.4,19.6,22.8,11.8,9.2,"4.6","11.2"
"Maharashtra","Urban","5-10%",1.1,5.7,8.4,20.2,23.9,19.3,9.6,2.9,"3.3","5.5"
"Maharashtra","Urban","10-20%",2.9,6.2,10.7,26.3,22.4,14.9,5.7,3.8,"3","4.1"
"Maharashtra","Urban","20-30%",1.5,7.2,14.8,28,22.2,12,5.7,3.5,"1.7","3.5"
"Maharashtra","Urban","30-40%",2.7,6.4,15,28.6,24.9,11,5.1,3.5,"1.7","1.1"
"Maharashtra","Urban","40-50%",2.6,6.6,17.9,33,20.8,9.5,4.5,2.6,"1.2","1.3"
"Maharashtra","Urban","50-60%",2.7,10.7,22.5,37.5,14,7.5,2.3,1.4,"0.5","0.9"
"Maharashtra","Urban","60-70%",5,12.1,24.9,35,15.6,4.1,1.7,0.5,"0.4","0.7"
"Maharashtra","Urban","70-80%",8,13.7,23.5,30.7,15.4,6.1,1.5,0.6,"0.4","0.2"
"Maharashtra","Urban","80-90%",16.4,16.8,26.8,27.2,7.3,3.4,0.8,0.5,"0.5","0.4"
"Maharashtra","Urban","90-95%",24.8,20.3,22.4,21.7,8.8,1.5,0.4,0,"0","0"
"Maharashtra","Urban","95-100%",41.5,22.5,17.7,11.4,5.4,1.4,0,0,"0","0.1"
"Manipur","Rural","0-5%",0,5.3,8.5,15.9,19.9,16.1,13.9,11.2,"4.6","4.6"
"Manipur","Rural","5-10%",0,0,2.2,17.8,12.7,12,27.2,14.6,"9.9","3.5"
"Manipur","Rural","10-20%",1,3.2,3.8,15,23,24.4,13.6,8.1,"3.3","4.6"
"Manipur","Rural","20-30%",0.4,2.6,5.2,22.8,27.7,17.7,12.1,6.5,"3.1","1.9"
"Manipur","Rural","30-40%",0.7,5.4,10.7,20.3,26.5,15.2,11.5,7.9,"1.1","0.7"
"Manipur","Rural","40-50%",1.2,5.4,10.5,24.4,27.7,13.9,9,5.5,"1.6","0.8"
"Manipur","Rural","50-60%",1.3,6.8,12.6,26.6,22.4,16.5,8.7,2.7,"1","1.4"
"Manipur","Rural","60-70%",0.3,7.1,21.5,25.2,20.2,12.2,9.1,2.3,"2","0"
"Manipur","Rural","70-80%",1.5,7.3,18.6,30.8,22.5,10.9,5.1,1.3,"0.8","1.3"
"Manipur","Rural","80-90%",2.5,12,23.1,23.5,20.4,11,3,3.6,"0.6","0.4"
"Manipur","Rural","90-95%",3.3,18.7,24.4,32.2,11.8,8,0.7,0.5,"0.4","0"
"Manipur","Rural","95-100%",11.3,21.5,27.3,25.9,10.3,1.9,1.4,0,"0.4","0"
"Manipur","Urban","0-5%",0,6.9,10,25,22.9,14.8,11.3,5.7,"2.1","1.4"
"Manipur","Urban","5-10%",0,2.5,10.1,19.6,22.1,21.5,10.9,7.2,"3.8","2.4"
"Manipur","Urban","10-20%",3,4,10.4,29.1,26.5,16.5,3.9,2,"2","2.6"
"Manipur","Urban","20-30%",1.8,3.6,13.2,25.7,28.2,16.4,4.4,3.8,"0.4","2.5"
"Manipur","Urban","30-40%",2,5.5,14.5,24.1,30.4,13.6,5.6,0.5,"2.8","0.9"
"Manipur","Urban","40-50%",2,5,13.3,30.7,22.5,15.5,6.8,3.1,"0.3","0.9"
"Manipur","Urban","50-60%",1.7,3,19.6,34.5,21.7,10.9,4.6,2.8,"0.5","0.7"
"Manipur","Urban","60-70%",1.7,6.4,13.5,36.8,20.7,12.6,4.7,2.2,"1.1","0.5"
"Manipur","Urban","70-80%",1.4,7.8,18.2,30.9,20.6,12.6,4.5,2.7,"1.1","0.3"
"Manipur","Urban","80-90%",4.7,10.7,26.4,31.9,17,6.6,1.3,0.7,"0.3","0.5"
"Manipur","Urban","90-95%",9.8,12.3,28.3,30.2,12.1,4.7,0.4,0.7,"0.5","1"
"Manipur","Urban","95-100%",25.1,9.2,25.3,25.5,8.3,3.3,2.5,0,"0.8","0"
"Meghalaya","Rural","0-5%",13.8,0,0,0,14.8,10.6,18.9,13.9,"8.4","19.5"
"Meghalaya","Rural","5-10%",2.9,0,3.2,6.8,16.8,9.1,16.5,17.9,"14.1","12.6"
"Meghalaya","Rural","10-20%",7.9,0,3.3,5.8,18.9,18.4,12.1,10,"13.4","10"
"Meghalaya","Rural","20-30%",4.2,0,1.7,14.5,17.9,17.1,16.8,7,"10.4","10.3"
"Meghalaya","Rural","30-40%",0,1.6,4.9,15.2,14.5,21.1,11.9,13.1,"9.4","8.3"
"Meghalaya","Rural","40-50%",1.1,0.5,7.5,19.7,18.4,20.7,14.8,8.9,"4.8","3.5"
"Meghalaya","Rural","50-60%",0.9,0.5,12.5,21.8,17.5,21.2,13.3,5.8,"1.7","4.8"
"Meghalaya","Rural","60-70%",0.7,5.2,15.3,23.9,17.6,14.7,11,6.8,"1.7","3"
"Meghalaya","Rural","70-80%",2.2,8,18.5,21.8,17.5,12.9,8.8,5,"2.6","2.6"
"Meghalaya","Rural","80-90%",0.7,10.4,21.6,25.6,17.5,12,6.6,2.4,"2.7","0.4"
"Meghalaya","Rural","90-95%",7.2,19.4,21.3,20.4,20.4,7.1,1.5,0.9,"1.8","0"
"Meghalaya","Rural","95-100%",19.5,15.4,23.7,22.8,10.1,3.9,2.6,1.4,"0.6","0"
"Meghalaya","Urban","0-5%",0,0,0,1.7,17.2,8.4,12.1,29.2,"12","19.4"
"Meghalaya","Urban","5-10%",0,0,9.5,9.7,18.6,16.9,14.7,8.1,"2.4","19.9"
"Meghalaya","Urban","10-20%",2.1,1.5,7.8,16.9,12.7,27.5,16.2,11.5,"1.7","2.1"
"Meghalaya","Urban","20-30%",0,4.4,11,11.5,14.2,21.8,22.9,6.7,"4","3.5"
"Meghalaya","Urban","30-40%",0,5.5,11.2,15.2,26.1,24.3,7,4.8,"3.5","2.4"
"Meghalaya","Urban","40-50%",0,2.4,14.3,16.2,32.3,21.4,3,5.8,"0.7","3.9"
"Meghalaya","Urban","50-60%",0.4,8.6,18.4,30.7,19.5,10.9,4.4,4.7,"1","1.3"
"Meghalaya","Urban","60-70%",0.9,1.2,29.6,22.7,24.1,7.8,6,4.9,"1.2","1.6"
"Meghalaya","Urban","70-80%",5.3,11,31.8,26.4,13.2,8.8,0.6,1.5,"0.3","1.1"
"Meghalaya","Urban","80-90%",3.5,20.2,25.5,26.7,11.9,5.8,6.4,0,"0","0"
"Meghalaya","Urban","90-95%",12,25.5,23.3,22.4,11.6,1.3,2.4,0,"0","1.4"
"Meghalaya","Urban","95-100%",46.5,17.7,15.2,10.3,3.2,4.1,1.2,0,"0","1.7"
"Mizoram","Rural","0-5%",0,2.8,2.4,6.6,18.9,34.4,14.4,19,"0","1.6"
"Mizoram","Rural","5-10%",0,0,3,6.3,23.3,31.2,24.8,5.6,"4.2","1.6"
"Mizoram","Rural","10-20%",2.5,0,7.4,12.1,33.8,23.9,13.3,3.5,"1.4","2.1"
"Mizoram","Rural","20-30%",0,0,8.3,15.7,32.3,24.2,10,6,"1.4","2.1"
"Mizoram","Rural","30-40%",0,0.7,4,17.2,30.1,33.5,11.1,3.4,"0","0"
"Mizoram","Rural","40-50%",0,1.3,7.4,26.6,35,19.3,5.9,1.9,"2.6","0"
"Mizoram","Rural","50-60%",1.4,1.1,18.1,18.5,25.9,19,8.1,4.3,"0.6","2.9"
"Mizoram","Rural","60-70%",1.1,2.2,13.4,29.3,32.2,9.9,5.7,4.1,"0.3","1.7"
"Mizoram","Rural","70-80%",0,3.4,20.9,27.7,34.7,8.5,3.5,1.3,"0","0"
"Mizoram","Rural","80-90%",0,14.3,27.1,27.8,20.5,4.8,1.8,3,"0.7","0"
"Mizoram","Rural","90-95%",6.9,13.5,33.7,23.5,9.7,8.8,4,0,"0","0"
"Mizoram","Rural","95-100%",35.1,21.5,22.5,12.5,7.5,1,0,0,"0","0"
"Mizoram","Urban","0-5%",0,0,7.3,5.5,23.3,28.6,6.8,9.6,"12.4","6.5"
"Mizoram","Urban","5-10%",0,0,5,18.7,30.6,25.6,8.3,5.1,"4.6","2"
"Mizoram","Urban","10-20%",0,2.3,1.4,16,40.4,24.6,8,3,"2.3","2"
"Mizoram","Urban","20-30%",0,1.2,6.4,20.9,36.6,21.8,5.8,3,"3.2","1.2"
"Mizoram","Urban","30-40%",0,1.8,7.4,23.6,35.8,18.2,8,2.6,"1.7","0.8"
"Mizoram","Urban","40-50%",0,2.1,10.4,30.5,33.1,15.9,4.1,2.3,"1","0.7"
"Mizoram","Urban","50-60%",0.7,5.3,17.3,30.7,21.8,15,5.2,2.3,"1.3","0.5"
"Mizoram","Urban","60-70%",0,4.9,24.3,33.2,27.7,7.8,1.1,1,"0","0"
"Mizoram","Urban","70-80%",0.6,9.4,18.9,41,21.1,5.5,1.9,1,"0.5","0"
"Mizoram","Urban","80-90%",2.5,19.3,26.3,30.9,16.2,2.7,1,0.8,"0","0.3"
"Mizoram","Urban","90-95%",6,21.1,28.2,32,8.8,0.6,2.5,0.7,"0","0"
"Mizoram","Urban","95-100%",30,34.4,16.2,11.8,4.2,2.8,0.7,0,"0","0"
"Nagaland","Rural","0-5%",0,1.2,2.4,5.6,5.1,17.3,10.3,19.2,"14.9","24"
"Nagaland","Rural","5-10%",0,2.7,7.2,5.4,10.5,8.2,27,14.1,"11.2","13.9"
"Nagaland","Rural","10-20%",0,1.7,2.1,2.5,11.5,30.2,25.1,14.3,"4.8","7.8"
"Nagaland","Rural","20-30%",1.5,3.5,0.4,7.5,22.4,25.2,21.5,9.2,"6.7","2.2"
"Nagaland","Rural","30-40%",2.1,3.4,3.2,14.4,24.6,30,14.4,5.7,"1.2","1.1"
"Nagaland","Rural","40-50%",1.9,3.3,10.1,16.6,30.3,20.8,8.8,4,"1.9","2.3"
"Nagaland","Rural","50-60%",0.6,7.4,10.6,21.8,28.5,21,6.5,2.3,"1.3","0"
"Nagaland","Rural","60-70%",2.3,9,18.7,19.7,21.6,21.4,4.3,2.6,"0","0.5"
"Nagaland","Rural","70-80%",5.8,11.7,15.7,26.6,19.7,13.5,3.8,2.9,"0.2","0"
"Nagaland","Rural","80-90%",2.4,12.6,26.6,27.3,13.3,7.3,5.8,3.1,"1.6","0"
"Nagaland","Rural","90-95%",6.9,17.9,30.1,27.2,6.6,8,2.4,0.9,"0","0"
"Nagaland","Rural","95-100%",19.8,39.7,22.1,9.8,6.4,1.9,0,0.3,"0.2","0"
"Nagaland","Urban","0-5%",0,0,3.9,11.2,25.3,32.6,9.6,7.1,"4","6.4"
"Nagaland","Urban","5-10%",0,0,16.5,9.5,33.2,2.2,11.1,10.2,"10.6","6.6"
"Nagaland","Urban","10-20%",0,5.5,6.6,9.5,40,24.5,8.6,2.2,"0.6","2.5"
"Nagaland","Urban","20-30%",0,5.2,12.5,25.1,24.7,13.8,14.7,0,"3","1.1"
"Nagaland","Urban","30-40%",1,9,14.2,26.2,21.4,15.2,9,2.4,"0","1.6"
"Nagaland","Urban","40-50%",0,11.1,18.3,34.5,18.4,10.8,4.7,1,"0.5","0.8"
"Nagaland","Urban","50-60%",1,10.9,14,25.4,32.8,6.9,4.8,4.1,"0","0"
"Nagaland","Urban","60-70%",4.1,10.6,14.5,32,26.9,9,1,0,"0.7","1.1"
"Nagaland","Urban","70-80%",2.1,11.6,18.6,35,25.1,5.3,2.3,0,"0","0"
"Nagaland","Urban","80-90%",5,24.7,22.3,28.7,11.6,5.4,0.2,1.3,"0","0.8"
"Nagaland","Urban","90-95%",21.9,34.4,21.3,13.6,7,0.8,0,1,"0","0"
"Nagaland","Urban","95-100%",48.8,21.1,15.9,9.1,5.1,0,0,0,"0","0"
"Odisha","Rural","0-5%",24,7.3,3.7,8.7,15.6,19.1,11,5.3,"3.7","1.7"
"Odisha","Rural","5-10%",11.9,5.2,9,17.8,21.7,17.5,10.6,2.7,"2.1","1.4"
"Odisha","Rural","10-20%",10,6,12.6,20.5,21.8,15.1,8.3,3.9,"1","0.9"
"Odisha","Rural","20-30%",5.7,8.8,13.5,25,24.5,14.4,5.6,1.1,"0.6","0.8"
"Odisha","Rural","30-40%",7.5,11.6,16.9,24.6,22,8.7,5,1.4,"1.1","1.2"
"Odisha","Rural","40-50%",4.5,11.3,19.8,27.9,19.1,10,3.2,1.9,"0.8","1.6"
"Odisha","Rural","50-60%",2.9,13.2,21.5,30.2,17.5,8.4,3.5,1,"0.8","0.9"
"Odisha","Rural","60-70%",6.2,12.5,21.7,31,17.6,5.3,3.1,1.1,"0.9","0.7"
"Odisha","Rural","70-80%",5.7,18.3,26.8,26.8,12.9,4.3,3.2,1.1,"0.8","0.2"
"Odisha","Rural","80-90%",7.9,19.6,29.1,27.1,9.2,4.6,1.2,0.5,"0.3","0.5"
"Odisha","Rural","90-95%",7.6,19.9,34,22.5,10.5,2.4,1.2,0.7,"0.7","0.4"
"Odisha","Rural","95-100%",15,21.6,31.6,19.3,8.6,1.5,0.9,0.3,"0.3","1"
"Odisha","Urban","0-5%",5.6,7.5,7.1,14.4,27.6,19.6,9.8,1.3,"0","7.1"
"Odisha","Urban","5-10%",0,6.1,10.8,26.7,27.9,18.9,6.2,2.8,"0.7","0"
"Odisha","Urban","10-20%",1.5,9.1,11,32.6,18.1,15.7,5.6,1.7,"2","2.8"
"Odisha","Urban","20-30%",1,6.9,17.6,32.3,20.5,11.5,4,3.3,"0.6","2.4"
"Odisha","Urban","30-40%",1.9,10.2,22.5,30.5,17.6,11.8,4.1,0,"0","1.2"
"Odisha","Urban","40-50%",6,10.3,19,31,18.9,8,3.2,1.6,"1.1","1"
"Odisha","Urban","50-60%",4.6,13.3,19.4,33,16.7,7.8,0.2,1.5,"1.7","1.8"
"Odisha","Urban","60-70%",4.3,10.6,23.9,38.4,9.8,5.8,3.8,3.2,"0","0"
"Odisha","Urban","70-80%",9.8,13.4,30,31.9,10.5,2.1,0.8,1,"0","0.5"
"Odisha","Urban","80-90%",31.7,14.7,19.8,22.4,6.2,3.3,1.4,0,"0.5","0.1"
"Odisha","Urban","90-95%",35.3,12.6,26.6,22.2,2.2,1.1,0,0,"0","0"
"Odisha","Urban","95-100%",40.4,19.5,24.1,13.9,0.7,1.2,0,0,"0","0"
"Punjab","Rural","0-5%",1.2,1.9,4.6,8.9,25.4,31.4,16.9,3.2,"2.8","3.8"
"Punjab","Rural","5-10%",0,2.6,5.1,17.3,25.9,17.6,10.9,12,"1.2","7.5"
"Punjab","Rural","10-20%",0,2.7,6.9,24.7,23.1,23.5,9.4,5.4,"2.8","1.4"
"Punjab","Rural","20-30%",0.1,2.1,7.1,25,30.8,16.2,8.3,7.8,"2","0.7"
"Punjab","Rural","30-40%",0.6,3.3,8.3,27.9,25.9,15.6,8,4.3,"2.9","3.2"
"Punjab","Rural","40-50%",0.6,8.1,10.7,35.3,24.6,14.1,3.7,2.4,"0.5","0"
"Punjab","Rural","50-60%",2.1,4.9,16.5,28.1,27.7,11,5.2,2.5,"0.6","1.4"
"Punjab","Rural","60-70%",1.6,4.5,17.9,32.6,22.6,11.8,3.3,2.8,"1.7","1.1"
"Punjab","Rural","70-80%",3.9,7.9,14.5,36.4,21.5,10.1,2.7,1.6,"1.3","0.2"
"Punjab","Rural","80-90%",2.9,10,23.7,35.4,19.5,6,1.8,0.2,"0.3","0.2"
"Punjab","Rural","90-95%",7.2,20.7,22.5,27,13.6,4.6,2.1,1.8,"0.4","0"
"Punjab","Rural","95-100%",31.3,17.8,19,17,8.1,4.3,0.6,1.3,"0","0.7"
"Punjab","Urban","0-5%",0.1,1.2,0.9,14.4,36.4,20.4,12.7,8.8,"2.1","2.9"
"Punjab","Urban","5-10%",0.1,0.1,3.7,20.6,34.7,24.8,8.3,6,"0.5","1.3"
"Punjab","Urban","10-20%",0.4,1.8,9.1,26.2,32,18,4.9,4.9,"1.8","0.8"
"Punjab","Urban","20-30%",0.6,4.4,10.2,30,25.7,12.6,5.7,6.1,"1.7","2.8"
"Punjab","Urban","30-40%",0.8,3.3,17.8,30.6,25.1,11.7,4.3,0.7,"3.5","2.3"
"Punjab","Urban","40-50%",2.4,5.8,16.3,31.9,23.1,10.2,6.4,1.8,"1.6","0.5"
"Punjab","Urban","50-60%",1.8,9.4,22.7,29.2,21.6,10.1,3.9,0.4,"0.5","0.5"
"Punjab","Urban","60-70%",5.4,9.1,18,27,25.9,7.9,2.8,1.7,"1.6","0.5"
"Punjab","Urban","70-80%",5.8,15.6,22.9,28.4,12.3,10,1.2,2.1,"0.3","1.4"
"Punjab","Urban","80-90%",13.1,21.7,21.8,26.3,12.8,3.2,0.2,0.2,"0.4","0.2"
"Punjab","Urban","90-95%",14.8,25.3,25.5,18.6,9.7,5.7,0.4,0,"0","0"
