"State/UT/All-India","Sector","Fractile.class.of.MPCE","1","2","3","4","5","6","7","8","9","10+"
"Punjab","Urban","95-100%",29.1,22.6,22.4,14,6.9,3.9,0.5,0.6,"0","0"
"Rajasthan","Rural","0-5%",0.7,2.7,3.5,10.8,16.9,23,17.4,8.9,"5.6","10.4"
"Rajasthan","Rural","5-10%",0.7,4.2,4,15.7,21.3,19.4,14.8,6.6,"3.6","9.5"
"Rajasthan","Rural","10-20%",0.8,3.6,7.2,15.1,19.1,19.4,13.1,7.6,"6.4","7.8"
"Rajasthan","Rural","20-30%",0.8,4.8,5.9,18.3,20.5,19.2,11.3,8.1,"3.1","7.9"
"Rajasthan","Rural","30-40%",1.6,5.9,9.4,16.3,19.7,17.6,13.2,5.2,"3.7","7.4"
"Rajasthan","Rural","40-50%",1.5,7.1,8.7,17.8,22.9,18.7,9.9,5.7,"1.9","5.8"
"Rajasthan","Rural","50-60%",1.5,7.4,9,19.4,23.2,17.8,6.9,6.1,"3.3","5.4"
"Rajasthan","Rural","60-70%",2.3,9.8,10.2,23.2,20.6,14.5,7.4,4.1,"3","4.8"
"Rajasthan","Rural","70-80%",2.7,9.5,14.2,26.2,20.3,12.3,5.3,4.3,"1.7","3.6"
"Rajasthan","Rural","80-90%",4.5,12,17.1,24.2,20.3,10.9,5.6,2.2,"1.4","1.8"
"Rajasthan","Rural","90-95%",7.8,12.2,21.7,24.6,18.1,8.6,3.2,1.6,"0.5","1.6"
"Rajasthan","Rural","95-100%",54.2,11.7,9.8,12.1,6.3,3.3,1.4,0.2,"0.6","0.5"
"Rajasthan","Urban","0-5%",1,2.9,4.3,15.1,19,22.4,10.3,6.6,"6.9","11.6"
"Rajasthan","Urban","5-10%",2.7,4.1,4.2,11.5,21.5,16.5,19.5,5.2,"5","9.8"
"Rajasthan","Urban","10-20%",2.5,5.6,5.7,17.4,27.7,16.1,8,4.5,"2.5","10"
"Rajasthan","Urban","20-30%",1.2,3.4,7.1,19.4,21,20.6,10.3,6.1,"5.3","5.5"
"Rajasthan","Urban","30-40%",2,6.2,7.5,21,25,15.1,10.1,5.1,"4.3","3.7"
"Rajasthan","Urban","40-50%",1.9,7.7,13.4,24.8,27.1,10.7,6.9,1.6,"2.3","3.5"
"Rajasthan","Urban","50-60%",2.9,5.9,12,28,24.7,14.1,4.4,3.5,"2.6","1.8"
"Rajasthan","Urban","60-70%",5.1,10.8,13,30.8,18,12.2,5.4,1.4,"0.6","2.6"
"Rajasthan","Urban","70-80%",11.5,10.9,16.4,27.9,16.5,8.4,3.3,1.3,"2.4","1.3"
"Rajasthan","Urban","80-90%",17.7,15.3,20.4,24,13.6,4.6,1.3,2.1,"0.6","0.3"
"Rajasthan","Urban","90-95%",23.8,11.8,18,28.5,10,2.8,0.9,3.1,"0.3","0.8"
"Rajasthan","Urban","95-100%",44.9,19,15.3,12.7,5.5,1.8,0,0,"0.2","0.6"
"Sikkim","Rural","0-5%",0,2.1,2,17.5,24,24.2,20.6,0,"7.5","2.2"
"Sikkim","Rural","5-10%",0,1.6,9.8,16,40.2,16.6,8,6.2,"1.6","0"
"Sikkim","Rural","10-20%",0,1,7.3,27.4,40.3,17.6,3,2.5,"0.9","0"
"Sikkim","Rural","20-30%",0,3.4,14.3,29.5,22.3,18.3,10.8,0,"0.9","0.6"
"Sikkim","Rural","30-40%",0,4.8,20,32.2,22.3,9.2,9,1.8,"0.6","0"
"Sikkim","Rural","40-50%",1.6,4.2,24.1,34.5,24,6.2,3.4,1.9,"0","0"
"Sikkim","Rural","50-60%",0,6.9,23,40.1,20.6,7.9,0.7,0.7,"0","0"
"Sikkim","Rural","60-70%",0.7,5.1,19.5,38.9,18.2,15.6,2,0,"0","0"
"Sikkim","Rural","70-80%",0.8,11.7,29.1,42.6,7.2,6,2.5,0,"0","0"
"Sikkim","Rural","80-90%",3.9,17.4,40,22.8,11.8,2.5,1,0,"0.7","0"
"Sikkim","Rural","90-95%",15.8,21,32.4,21.2,4.8,4.9,0,0,"0","0"
"Sikkim","Rural","95-100%",46.1,22.9,15.1,8.2,7.7,0,0,0,"0","0"
"Sikkim","Urban","0-5%",0,0,0,24.7,26,34.8,10.7,0,"0","3.8"
"Sikkim","Urban","5-10%",0,0,14.5,7.3,29.6,37,6.9,4.7,"0","0"
"Sikkim","Urban","10-20%",0,2.4,13.3,42.8,21.5,8,4.8,1.7,"2","3.5"
"Sikkim","Urban","20-30%",0,1,14.9,34,40.6,3.8,5.6,0,"0","0"
"Sikkim","Urban","30-40%",0.8,6.7,18.1,30,26.7,13.8,1.9,2.1,"0","0"
"Sikkim","Urban","40-50%",0,9.5,35.1,35.1,15,5.3,0,0,"0","0"
"Sikkim","Urban","50-60%",0,12.2,41.2,34.5,7.2,2.7,2.2,0,"0","0"
"Sikkim","Urban","60-70%",7.1,21.3,40.7,22.2,4.1,0,4.6,0,"0","0"
"Sikkim","Urban","70-80%",9.2,34.5,36.7,15.6,4,0,0,0,"0","0"
"Sikkim","Urban","80-90%",49.4,26.9,13,7.5,2.3,0.9,0,0,"0","0"
"Sikkim","Urban","90-95%",81.8,9,7.6,1.6,0,0,0,0,"0","0"
"Sikkim","Urban","95-100%",87.3,5,7.7,0,0,0,0,0,"0","0"
"Tamil Nadu","Rural","0-5%",9.9,17.6,12.4,19.1,20.6,11.7,5,2.8,"0.3","0.6"
"Tamil Nadu","Rural","5-10%",6.1,19.2,12.4,22.3,19.1,13.2,6.1,1.3,"0.3","0"
"Tamil Nadu","Rural","10-20%",5.8,16,12.7,26,22.6,11,3.3,1.3,"0.6","0.7"
"Tamil Nadu","Rural","20-30%",9.4,14.8,11.9,26.5,21.2,11.4,2.9,1.5,"0.3","0"
"Tamil Nadu","Rural","30-40%",8.6,11.9,15.7,28.1,22.7,8.5,2.7,0.7,"1","0"
"Tamil Nadu","Rural","40-50%",9.8,16.3,15.3,31,17.8,7.3,1.5,0.8,"0","0.3"
"Tamil Nadu","Rural","50-60%",7.7,16.8,20.6,32,14.9,4.9,1.6,0.5,"0.3","0.7"
"Tamil Nadu","Rural","60-70%",8.1,18.3,22.2,33.9,11.6,5,0.5,0.1,"0.1","0.3"
"Tamil Nadu","Rural","70-80%",9.3,22.9,22.2,31.5,9.5,3.4,0.6,0.3,"0.2","0.1"
"Tamil Nadu","Rural","80-90%",10.1,25.5,26.8,26.5,6.5,3.6,0.4,0.5,"0.1","0"
"Tamil Nadu","Rural","90-95%",10.8,26.7,29.5,24.3,7.5,0.8,0.3,0.1,"0","0"
"Tamil Nadu","Rural","95-100%",29.1,24.5,20.1,17,7.3,0.7,1.2,0,"0","0.1"
"Tamil Nadu","Urban","0-5%",7.3,18.1,11.8,19.1,20.2,11.9,7.4,1.1,"2","1.1"
"Tamil Nadu","Urban","5-10%",10.9,16.5,9.9,26.8,22.7,8.8,2.9,0.7,"0.4","0.5"
"Tamil Nadu","Urban","10-20%",5.2,14.7,12.2,32.8,22,9.5,2.8,0.5,"0","0.3"
"Tamil Nadu","Urban","20-30%",7.4,15.3,17.2,33.4,17,5.7,1.9,0.4,"0.8","1"
"Tamil Nadu","Urban","30-40%",7.1,15.9,20.7,33.5,15.7,4.7,1.1,0.5,"0.3","0.4"
"Tamil Nadu","Urban","40-50%",6.2,19.2,21,33.4,13.7,4.9,0.9,0.3,"0","0.3"
"Tamil Nadu","Urban","50-60%",8.3,17.8,23.3,34.1,12.4,2.7,0.6,0.6,"0.2","0"
"Tamil Nadu","Urban","60-70%",8,18.8,22.1,36.2,11.1,2.9,0.3,0.2,"0.2","0.1"
"Tamil Nadu","Urban","70-80%",8.8,21,26.8,33.7,7.2,2,0.5,0,"0","0"
"Tamil Nadu","Urban","80-90%",16.7,25.8,27,24.8,3.7,1,0.6,0.3,"0.1","0"
"Tamil Nadu","Urban","90-95%",42.1,24.5,18.3,11.8,2.9,0.4,0,0,"0","0"
"Tamil Nadu","Urban","95-100%",60.7,17.6,12,8.9,0.5,0.3,0,0,"0","0.1"
"Telangana","Rural","0-5%",2.3,7.1,9,27.7,22.3,10.3,11.4,5.6,"2.6","1.8"
"Telangana","Rural","5-10%",8.5,10.1,9.1,15.3,24.5,21.3,6.2,3.4,"0.5","1.2"
"Telangana","Rural","10-20%",9.9,9.9,6.7,26.7,24.8,12.5,5.3,2.9,"0.9","0.5"
"Telangana","Rural","20-30%",12.4,16,9,26.2,18,11.4,3.4,2.9,"0.8","0"
"Telangana","Rural","30-40%",5.2,12.6,13.9,34.5,20,9.5,2.4,1.1,"0","0.7"
"Telangana","Rural","40-50%",18.3,12.2,19,24,14,8.1,2.7,0.5,"0.3","0.8"
"Telangana","Rural","50-60%",18,14.3,18.2,29,12.1,6.4,1,0.2,"0.5","0.2"
"Telangana","Rural","60-70%",6.4,18.1,21.1,30.7,15.3,5.8,2,0.5,"0","0.2"
"Telangana","Rural","70-80%",7.7,20,22.5,32.2,12,4.1,0.9,0.4,"0.2","0"
"Telangana","Rural","80-90%",13,24.1,23.2,23.5,10.1,3.6,0.9,1,"0.6","0"
"Telangana","Rural","90-95%",12.2,28.8,25.9,23.1,6.9,2.1,0.5,0.5,"0","0"
"Telangana","Rural","95-100%",23.9,32.8,19.8,18.4,2,1.9,0.9,0,"0.3","0"
"Telangana","Urban","0-5%",5.6,9,7.4,28.3,19.4,17,7.4,2.1,"0","3.8"
"Telangana","Urban","5-10%",10.9,6.6,15.7,19,24.9,16.4,0.5,3,"1.6","1.4"
"Telangana","Urban","10-20%",10.3,4.3,9.2,31.8,24,12.1,5.4,1.3,"0.6","1"
"Telangana","Urban","20-30%",3.8,7,15.5,35,24.1,6.9,5.2,1.7,"0.6","0.1"
"Telangana","Urban","30-40%",2.1,9.4,21.1,39.1,15.5,7.7,2.9,1.2,"0","1.1"
"Telangana","Urban","40-50%",6.3,12.4,23.5,36.4,10.9,5.2,3.6,1.2,"0.1","0.4"
"Telangana","Urban","50-60%",13.6,19.1,22.5,31.3,9.3,3.8,0.2,0.2,"0","0.1"
"Telangana","Urban","60-70%",19.2,21.9,19.2,27.9,7.5,3.5,0.2,0.5,"0.2","0"
"Telangana","Urban","70-80%",15.2,19.6,28.5,29.1,4.3,2.2,0.4,0.4,"0.2","0"
"Telangana","Urban","80-90%",39.2,18.1,12.2,24.3,3.8,1.4,0.3,0,"0","0.6"
"Telangana","Urban","90-95%",46.1,24.9,9.9,14,4.4,0.2,0,0.5,"0","0"
"Telangana","Urban","95-100%",73.4,12.6,5.6,7.9,0.5,0,0,0,"0","0"
"Tripura","Rural","0-5%",0,0.7,1.7,9.2,30,18.1,25.7,6.9,"1.9","5.8"
"Tripura","Rural","5-10%",0,2.7,5.3,20.2,32.3,22.1,7.7,4.1,"3.5","2"
"Tripura","Rural","10-20%",0,1.1,6.8,34.4,28.9,16.7,7,2.5,"1.4","1.1"
"Tripura","Rural","20-30%",0.3,3.6,14,32.6,29.8,11.5,5,2.2,"0.7","0.3"
"Tripura","Rural","30-40%",0,5.6,17.5,35.3,22,10.9,4.5,1.9,"1.4","1"
"Tripura","Rural","40-50%",1.3,9.8,16.8,36.9,20,9.8,3,1.4,"0.9","0"
"Tripura","Rural","50-60%",0.6,10.7,26,33.6,17.3,9.3,1.4,0.6,"0.3","0.2"
"Tripura","Rural","60-70%",3.4,9.3,31.4,37.3,12.4,4.2,1.2,0.5,"0.3","0"
"Tripura","Rural","70-80%",3.7,11.8,33.5,36,10,2.3,0,1.7,"0.2","0.8"
"Tripura","Rural","80-90%",5.5,15.8,33.6,30.8,9.3,2.2,0.9,0.3,"1.2","0.5"
"Tripura","Rural","90-95%",6.5,16.7,40.7,24.3,9.9,1.3,0.5,0,"0","0"
"Tripura","Rural","95-100%",12.3,26.3,32.6,19.9,3.9,3.7,1,0.4,"0","0"
"Tripura","Urban","0-5%",0,1.7,13.4,33.1,27.3,10.8,5.5,3.2,"3.5","1.5"
"Tripura","Urban","5-10%",0,4.7,13.1,34.8,31.9,6.3,5.3,0,"1.5","2.6"
"Tripura","Urban","10-20%",0,6.1,20.4,42.3,17.3,8.2,2.4,2.7,"0.6","0"
"Tripura","Urban","20-30%",1.1,5.7,20.4,34.5,21,7.7,3.7,0.6,"2.6","2.6"
"Tripura","Urban","30-40%",2.4,8.5,28,28.7,18.2,8,4.7,1.6,"0","0"
"Tripura","Urban","40-50%",1.5,14.2,35.5,34,7.5,2.7,1.4,0.8,"1.4","1"
"Tripura","Urban","50-60%",1.5,14.5,43.4,26.1,8.9,4.1,1.2,0.4,"0","0"
"Tripura","Urban","60-70%",1,17.4,40,30,5.9,2,1.6,1.1,"0.5","0.6"
"Tripura","Urban","70-80%",5.9,23.9,41,19.3,6.7,1.3,1.5,0.5,"0","0"
"Tripura","Urban","80-90%",10.1,23.5,37.3,19.6,8,0.5,0,0.9,"0","0"
"Tripura","Urban","90-95%",12.6,21.2,37.4,23.8,4.4,0,0.6,0,"0","0"
"Tripura","Urban","95-100%",27.4,26.5,30.5,13.5,1.8,0.4,0,0,"0","0"
"Uttar Pradesh","Rural","0-5%",0.8,1.9,2.4,6.4,15.8,16.3,18.6,14.7,"8","15"
"Uttar Pradesh","Rural","5-10%",0.6,1.9,2.9,9,19.1,21.4,16.8,12.2,"5.2","10.8"
"Uttar Pradesh","Rural","10-20%",0.5,3.4,4.7,10,22.1,21.8,13.8,8.7,"5.1","9.9"
"Uttar Pradesh","Rural","20-30%",0.3,3.1,6.6,13.6,22.9,20.5,13.7,7.3,"4.7","7.2"
"Uttar Pradesh","Rural","30-40%",0.9,4,7.3,16.6,23.9,19.5,12.6,5.5,"3.3","6.5"
"Uttar Pradesh","Rural","40-50%",1.2,5.5,8.8,17.8,24.3,18.5,10.3,6.6,"2.9","4.1"
"Uttar Pradesh","Rural","50-60%",1,6.2,10.9,20.9,22.7,15.9,9.3,5.1,"3.8","4.2"
"Uttar Pradesh","Rural","60-70%",1.1,8.5,14.8,21.8,23.1,13.3,7.4,3.7,"2.3","4.1"
"Uttar Pradesh","Rural","70-80%",2.3,10,14.7,22.2,22.6,13.1,6.5,3.3,"2","3.2"
"Uttar Pradesh","Rural","80-90%",3.8,12,16.7,23.9,21.2,11.5,4.6,2.2,"1.7","2.4"
"Uttar Pradesh","Rural","90-95%",7,17.4,20,22.6,15.4,8.8,3.3,2,"1.7","1.9"
"Uttar Pradesh","Rural","95-100%",13.6,19.9,18.5,23.8,12.6,6.6,2.5,0.9,"0.4","1.3"
"Uttar Pradesh","Urban","0-5%",1.3,0.7,2.9,10.5,14.8,16.9,15.5,10.8,"10.4","16.1"
"Uttar Pradesh","Urban","5-10%",0,1.1,4.5,7.3,15.3,21.2,16.6,12.4,"6.2","15.4"
"Uttar Pradesh","Urban","10-20%",0.2,1.3,3.2,13.8,24.5,20.6,14.9,7.8,"5.6","8"
"Uttar Pradesh","Urban","20-30%",0.7,3.9,5.5,21.1,26.1,19.8,10.2,4.7,"2.6","5.4"
"Uttar Pradesh","Urban","30-40%",0.9,3.4,8,24,24.1,18.2,8.2,3.9,"4.3","4.9"
"Uttar Pradesh","Urban","40-50%",0.6,3.5,11.3,27.3,25.3,15.3,7.5,3.9,"1.9","3.3"
"Uttar Pradesh","Urban","50-60%",1.2,6.5,13.3,24.3,25.7,15,5.9,2.7,"1.6","4"
"Uttar Pradesh","Urban","60-70%",2,7.6,16.4,27,25.4,11.7,3.6,2.1,"1.4","2.9"
"Uttar Pradesh","Urban","70-80%",2.4,10.3,15.6,32.9,23.2,7,4.4,1.9,"1.2","1.3"
"Uttar Pradesh","Urban","80-90%",5.5,12.8,21.2,34.6,15.2,6.1,2.4,1.1,"0.4","0.5"
"Uttar Pradesh","Urban","90-95%",10.4,20,22.5,24.4,12.8,5.5,2.8,0.9,"0.4","0.3"
"Uttar Pradesh","Urban","95-100%",26.6,20.2,19.4,23.8,6.3,2.3,1.2,0.1,"0.1","0"
"Uttarakhand","Rural","0-5%",0,1,4.3,13.6,19.5,24.7,17.2,6.2,"5.3","8.1"
"Uttarakhand","Rural","5-10%",0,0,0,7.8,25.9,28.4,10.2,5.7,"10","12"
"Uttarakhand","Rural","10-20%",2.2,1.4,5.2,22,26.7,20.8,11.6,5,"2.9","2.1"
"Uttarakhand","Rural","20-30%",2.2,3.8,12.5,21.9,22.9,19.1,9.4,3.7,"0.7","3.8"
"Uttarakhand","Rural","30-40%",2.7,9.3,9.6,20.1,27.1,17.9,10,1,"0","2.4"
"Uttarakhand","Rural","40-50%",5.3,8.9,13.5,22.2,24.1,12.6,5.5,2.3,"3.1","2.5"
"Uttarakhand","Rural","50-60%",4.8,9.3,10.9,23.3,22.5,11,6.1,7.7,"3.1","1.3"
"Uttarakhand","Rural","60-70%",7.7,8,9.7,25,26.1,13.1,5.5,0.8,"2.7","1.4"
"Uttarakhand","Rural","70-80%",6.4,9.8,20.6,24.2,23.1,7.9,3.9,0.7,"2","1.4"
"Uttarakhand","Rural","80-90%",3.2,15.2,19,33.2,17.7,5.6,4.3,1,"0","0.7"
"Uttarakhand","Rural","90-95%",2.7,18.1,23.8,32.1,8.4,8,3.7,3.2,"0","0"
"Uttarakhand","Rural","95-100%",15.2,25,24.5,26.8,4.8,3.7,0,0,"0","0"
"Uttarakhand","Urban","0-5%",0,5.4,0,4.8,17,36.7,4.1,14.9,"5.4","11.7"
"Uttarakhand","Urban","5-10%",0,0,5,14.8,22.4,30.3,15.4,0,"4.9","7.3"
"Uttarakhand","Urban","10-20%",2.6,8.9,3.4,16,18.8,19,9.2,12.2,"5.3","4.6"
"Uttarakhand","Urban","20-30%",0.5,9.6,9.8,23.8,30.2,12.3,5.5,4.9,"2.7","0.7"
"Uttarakhand","Urban","30-40%",1.4,8.7,14.7,20.1,18.7,18.4,10.9,7.3,"0","0"
"Uttarakhand","Urban","40-50%",13.5,8.4,11.7,27.5,27,4,6.6,1.1,"0","0.3"
"Uttarakhand","Urban","50-60%",1.5,8,14,34,23.4,11.6,2,1.6,"1.7","2.3"
"Uttarakhand","Urban","60-70%",7.2,14.3,16.5,40.7,13.1,3.7,2,2.4,"0","0"
"Uttarakhand","Urban","70-80%",13.1,16.4,16.4,29.7,9,12.4,1.6,0.4,"0","1"
"Uttarakhand","Urban","80-90%",7.3,18.7,29.1,27.3,8.2,2.3,2.6,4.4,"0","0"
"Uttarakhand","Urban","90-95%",16.9,18.1,24.3,32.7,2.8,3.4,0,1.9,"0","0"
"Uttarakhand","Urban","95-100%",36.1,27.7,22.8,12.4,0.2,0,0.9,0,"0","0"
"West Bengal","Rural","0-5%",2.5,9.3,8.6,20.4,26.5,17.3,8.4,2.4,"1.9","2.7"
"West Bengal","Rural","5-10%",2.5,9.3,10.8,27.4,24.4,14.8,4.9,3.6,"0.6","1.8"
"West Bengal","Rural","10-20%",2.9,8.7,14.2,31.7,21.5,11.2,5.3,2.7,"1.3","0.4"
"West Bengal","Rural","20-30%",2.1,9.5,19.3,31.1,22.4,8.5,3.3,2.1,"0.6","1.2"
"West Bengal","Rural","30-40%",2.2,10.7,20.7,32.1,20.6,8.7,2.2,1.5,"0.6","0.7"
"West Bengal","Rural","40-50%",2.7,12.3,23.8,31.7,17.6,7.1,1.8,1.5,"0.8","0.7"
"West Bengal","Rural","50-60%",3.7,15.5,24,31.9,14.7,5.7,1.6,1.3,"0.9","0.8"
"West Bengal","Rural","60-70%",3.9,15.6,25.6,29.5,17,5.4,1.8,0.8,"0.3","0.1"
"West Bengal","Rural","70-80%",6.4,16.5,25.5,29.5,12.6,6.1,2,0.6,"0.5","0.4"
"West Bengal","Rural","80-90%",6.5,20.7,27.7,27.1,11.5,3.6,1.1,1,"0.2","0.6"
"West Bengal","Rural","90-95%",8,18.2,33.7,24.5,8.6,3,1.8,1.1,"0.2","0.9"
"West Bengal","Rural","95-100%",12.2,26.7,28.3,20.8,7.2,3.1,0.9,0.6,"0","0.2"
"West Bengal","Urban","0-5%",1,5,11.7,24.6,21.7,18.4,4,6.2,"4.2","3.2"
"West Bengal","Urban","5-10%",1.5,5.5,14.5,32,23.5,13.3,5.1,3,"0.6","1"
"West Bengal","Urban","10-20%",2.6,5.9,17.1,28.6,25.6,10.2,5,2.9,"0.9","1.2"
"West Bengal","Urban","20-30%",2.5,9.8,22.1,29.9,20,6.9,4,2,"1.7","1.1"
"West Bengal","Urban","30-40%",2.1,10.9,25.9,30,16.7,6.9,3.7,2.1,"0.7","0.9"
"West Bengal","Urban","40-50%",3.5,12.1,27.1,29.6,15.3,7.3,2.1,1.2,"0.6","1.2"
"West Bengal","Urban","50-60%",5.2,12.6,27.5,30.2,14.5,5.9,2.6,1.1,"0.2","0.3"
"West Bengal","Urban","60-70%",7,13.6,30,30.2,11.3,5.1,1.4,0.5,"0.7","0.2"
"West Bengal","Urban","70-80%",9,16.5,31.5,23.8,12.1,4.3,0.8,0.9,"0.2","0.8"
"West Bengal","Urban","80-90%",15.8,20.6,29.2,20.1,9,3.6,0.7,0.6,"0","0.3"
"West Bengal","Urban","90-95%",15.9,19.8,28.5,25.3,8.1,1.9,0.3,0.1,"0","0.2"
"West Bengal","Urban","95-100%",29.6,25.8,28.1,10.8,3.1,1.8,0.5,0.3,"0","0"
"Andaman & N. Island","Rural","0-5%",2.9,2.9,13.7,5.3,30.5,25.6,12.3,4.5,"0","2.4"
"Andaman & N. Island","Rural","5-10%",0,0,12.3,35.6,18.8,17.3,4.4,6,"2.3","3.4"
"Andaman & N. Island","Rural","10-20%",2.6,3.8,10.1,24.3,30.5,13.5,0.7,3,"1.2","10.3"
"Andaman & N. Island","Rural","20-30%",0,8.2,9,33.4,14,15.2,7.3,4.1,"0","8.6"
"Andaman & N. Island","Rural","30-40%",2.2,15.1,19.1,19.3,13.1,12.5,9,5.7,"2.9","1.2"
"Andaman & N. Island","Rural","40-50%",1.8,10.8,21.1,21.3,29.4,8.6,0,1.7,"2.8","2.6"
"Andaman & N. Island","Rural","50-60%",2,16.1,21.9,34.1,7.7,7,6.9,1.7,"1.3","1.3"
"Andaman & N. Island","Rural","60-70%",6.2,10.8,21.7,38.8,11.7,8.4,1,1.5,"0","0"
"Andaman & N. Island","Rural","70-80%",2.7,15.1,40.1,23.9,13.1,2.1,1.7,1.2,"0","0"
"Andaman & N. Island","Rural","80-90%",1.1,15.8,42.7,27.7,12.7,0,0,0,"0","0"
"Andaman & N. Island","Rural","90-95%",20.5,38.7,19.7,14.9,6.2,0,0,0,"0","0"
"Andaman & N. Island","Rural","95-100%",42.8,31.4,9.5,7,2.8,4.6,1.8,0,"0","0"
"Andaman & N. Island","Urban","0-5%",17.8,0,24.4,26.9,8.8,8.8,0,8.2,"5","0"
"Andaman & N. Island","Urban","5-10%",0,6.5,32.2,19.9,33.6,7.8,0,0,"0","0"
"Andaman & N. Island","Urban","10-20%",3.2,2.2,23.8,27.4,11.9,10.6,18.1,2.9,"0","0"
"Andaman & N. Island","Urban","20-30%",3.6,7.9,27.9,34.5,13.4,4.6,3.8,0,"0","4.2"
"Andaman & N. Island","Urban","30-40%",4.9,16.5,30.7,42.9,0,2.1,2.9,0,"0","0"
"Andaman & N. Island","Urban","40-50%",4.3,6.2,44.1,26.4,9.2,9.8,0,0,"0","0"
"Andaman & N. Island","Urban","50-60%",4.6,1.7,37.1,46.6,7.1,0,2.9,0,"0","0"
"Andaman & N. Island","Urban","60-70%",4.7,7.4,43,32.5,8.7,3.7,0,0,"0","0"
"Andaman & N. Island","Urban","70-80%",19.8,20.4,18.9,36.7,2,2.3,0,0,"0","0"
"Andaman & N. Island","Urban","80-90%",24.3,30.9,21.9,19.5,0,3.4,0,0,"0","0"
"Andaman & N. Island","Urban","90-95%",34.6,27.9,19.5,8.3,9.8,0,0,0,"0","0"
"Andaman & N. Island","Urban","95-100%",66.2,14.5,7.4,12,0,0,0,0,"0","0"
"Chandigarh","Rural","0-5%",0,0,0,17.7,45.2,14.6,13.4,9.1,"0","0"
"Chandigarh","Rural","5-10%",0,0,0,31.2,45.8,4.2,12.4,6.5,"0","0"
"Chandigarh","Rural","10-20%",0,0,0,27.3,49.3,17.1,6.3,0,"0","0"
"Chandigarh","Rural","20-30%",0,0,4.3,35.3,45.7,10.8,4,0,"0","0"
"Chandigarh","Rural","30-40%",0,0,9.3,51.8,13.1,10.9,6.9,4,"4.1","0"
"Chandigarh","Rural","40-50%",3.6,0,4.7,56.1,32.8,2.8,0,0,"0","0"
"Chandigarh","Rural","50-60%",3.6,9,14.5,42.8,19.1,5.5,0,0,"0","5.5"
"Chandigarh","Rural","60-70%",0,9.5,23.8,40,21.1,5.6,0,0,"0","0"
"Chandigarh","Rural","70-80%",1.3,6,32.8,46.5,13.3,0,0,0,"0","0"
"Chandigarh","Rural","80-90%",2.7,23.4,22.5,30.2,15.1,6,0,0,"0","0"
"Chandigarh","Rural","90-95%",29.6,30.4,23.9,13.7,2.4,0,0,0,"0","0"
"Chandigarh","Rural","95-100%",66.9,26.8,2.4,3.9,0,0,0,0,"0","0"
"Chandigarh","Urban","0-5%",0,0,5.9,0,22.6,56.5,15,0,"-","0"
"Chandigarh","Urban","5-10%",0,0,6.6,9.9,32.2,41.3,9.9,0,"-","0"
"Chandigarh","Urban","10-20%",0,0,8.1,40.8,26.1,12.4,12.5,0,"-","0"
"Chandigarh","Urban","20-30%",0,0,22.6,41,22.1,11.9,0,0,"-","2.3"
"Chandigarh","Urban","30-40%",0,0,17.7,41,31.1,10.2,0,0,"-","0"
"Chandigarh","Urban","40-50%",14.1,13.2,7.2,34.9,19.1,9.6,0,1.9,"-","0"
"Chandigarh","Urban","50-60%",13.4,5.7,14.1,36.8,19.9,7.6,0,0,"-","2.4"
"Chandigarh","Urban","60-70%",24.9,6,21.5,33.5,11.1,3,0,0,"-","0"
"Chandigarh","Urban","70-80%",40.7,11.4,14,30.5,3.5,0,0,0,"-","0"
"Chandigarh","Urban","80-90%",30.3,28.1,24.1,9.6,7.9,0,0,0,"-","0"
"Chandigarh","Urban","90-95%",45,42.4,5,5.2,0,2.4,0,0,"-","0"
"Chandigarh","Urban","95-100%",83.9,11.1,1.6,3.4,0,0,0,0,"-","0"
"Dadra & Nagar Haveli and Daman & Diu","Rural","0-5%",0,11.1,0,0,3.1,14.2,22.2,11.1,"0","38.4"
"Dadra & Nagar Haveli and Daman & Diu","Rural","5-10%",0,0,8.1,7.8,0,24.3,20.8,7.5,"8.1","23.3"
"Dadra & Nagar Haveli and Daman & Diu","Rural","10-20%",0,1.3,2.7,7.2,8.4,19.8,13.9,14.2,"11.6","20.9"
"Dadra & Nagar Haveli and Daman & Diu","Rural","20-30%",0,13.9,6.1,10.7,34.9,10.1,14.1,7.4,"0","2.9"
"Dadra & Nagar Haveli and Daman & Diu","Rural","30-40%",0,1.9,6.5,25.5,21.5,22.7,13.8,8.2,"0","0"
"Dadra & Nagar Haveli and Daman & Diu","Rural","40-50%",0,5.5,6.7,33.4,34.2,11.6,3.2,0,"5.3","0"
"Dadra & Nagar Haveli and Daman & Diu","Rural","50-60%",0,2.3,16.7,20.9,18.4,23.6,4.5,0,"6.6","7.1"
"Dadra & Nagar Haveli and Daman & Diu","Rural","60-70%",0,1.7,28.6,32.2,18.5,5.1,5.6,5.8,"0","2.5"
"Dadra & Nagar Haveli and Daman & Diu","Rural","70-80%",22.9,15.2,13.8,25.3,3.8,9.4,6,0,"3.7","0"
"Dadra & Nagar Haveli and Daman & Diu","Rural","80-90%",50.6,15.2,16.8,12.3,2.7,1.2,0,0,"0","1.2"
"Dadra & Nagar Haveli and Daman & Diu","Rural","90-95%",75.3,17.5,0,7.2,0,0,0,0,"0","0"
"Dadra & Nagar Haveli and Daman & Diu","Rural","95-100%",93.4,3.9,0,1.3,0,1.3,0,0,"0","0"
"Dadra & Nagar Haveli and Daman & Diu","Urban","0-5%",0,0,0,68.9,18.7,9.3,0,0,"0","3.1"
